d_idle_0,sum_d_idle,mean_d_idle,ep
4,4,4.0,0
15,15,15.0,1
1,1,1.0,2
5,5,5.0,3
2,2,2.0,4
7,7,7.0,5
3,3,3.0,6
4,4,4.0,7
2,2,2.0,8
10,10,10.0,9
15,15,15.0,10
9,9,9.0,11
17,17,17.0,12
2,2,2.0,13
17,17,17.0,14
0,0,0.0,15
1,1,1.0,16
0,0,0.0,17
0,0,0.0,18
13,13,13.0,19
9,9,9.0,20
0,0,0.0,21
1,1,1.0,22
14,14,14.0,23
8,8,8.0,24
0,0,0.0,25
0,0,0.0,26
14,14,14.0,27
7,7,7.0,28
2,2,2.0,29
9,9,9.0,30
22,22,22.0,31
13,13,13.0,32
1,1,1.0,33
19,19,19.0,34
7,7,7.0,35
2,2,2.0,36
9,9,9.0,37
2,2,2.0,38
3,3,3.0,39
9,9,9.0,40
19,19,19.0,41
7,7,7.0,42
4,4,4.0,43
4,4,4.0,44
0,0,0.0,45
22,22,22.0,46
18,18,18.0,47
12,12,12.0,48
3,3,3.0,49
6,6,6.0,50
15,15,15.0,51
22,22,22.0,52
6,6,6.0,53
6,6,6.0,54
0,0,0.0,55
12,12,12.0,56
10,10,10.0,57
16,16,16.0,58
0,0,0.0,59
15,15,15.0,60
12,12,12.0,61
7,7,7.0,62
15,15,15.0,63
8,8,8.0,64
0,0,0.0,65
7,7,7.0,66
4,4,4.0,67
8,8,8.0,68
0,0,0.0,69
0,0,0.0,70
0,0,0.0,71
14,14,14.0,72
2,2,2.0,73
35,35,35.0,74
21,21,21.0,75
5,5,5.0,76
3,3,3.0,77
6,6,6.0,78
5,5,5.0,79
4,4,4.0,80
8,8,8.0,81
0,0,0.0,82
6,6,6.0,83
11,11,11.0,84
0,0,0.0,85
4,4,4.0,86
6,6,6.0,87
15,15,15.0,88
2,2,2.0,89
16,16,16.0,90
0,0,0.0,91
21,21,21.0,92
1,1,1.0,93
0,0,0.0,94
15,15,15.0,95
5,5,5.0,96
12,12,12.0,97
0,0,0.0,98
11,11,11.0,99
21,21,21.0,100
19,19,19.0,101
0,0,0.0,102
15,15,15.0,103
18,18,18.0,104
4,4,4.0,105
19,19,19.0,106
4,4,4.0,107
29,29,29.0,108
18,18,18.0,109
18,18,18.0,110
25,25,25.0,111
4,4,4.0,112
4,4,4.0,113
10,10,10.0,114
0,0,0.0,115
0,0,0.0,116
11,11,11.0,117
8,8,8.0,118
1,1,1.0,119
9,9,9.0,120
1,1,1.0,121
0,0,0.0,122
0,0,0.0,123
6,6,6.0,124
13,13,13.0,125
11,11,11.0,126
11,11,11.0,127
1,1,1.0,128
11,11,11.0,129
18,18,18.0,130
16,16,16.0,131
0,0,0.0,132
5,5,5.0,133
2,2,2.0,134
13,13,13.0,135
5,5,5.0,136
11,11,11.0,137
8,8,8.0,138
0,0,0.0,139
3,3,3.0,140
13,13,13.0,141
40,40,40.0,142
23,23,23.0,143
23,23,23.0,144
13,13,13.0,145
29,29,29.0,146
12,12,12.0,147
10,10,10.0,148
0,0,0.0,149
4,4,4.0,150
2,2,2.0,151
0,0,0.0,152
6,6,6.0,153
7,7,7.0,154
3,3,3.0,155
24,24,24.0,156
11,11,11.0,157
33,33,33.0,158
0,0,0.0,159
25,25,25.0,160
14,14,14.0,161
4,4,4.0,162
16,16,16.0,163
20,20,20.0,164
5,5,5.0,165
9,9,9.0,166
11,11,11.0,167
0,0,0.0,168
2,2,2.0,169
0,0,0.0,170
7,7,7.0,171
10,10,10.0,172
0,0,0.0,173
52,52,52.0,174
6,6,6.0,175
7,7,7.0,176
20,20,20.0,177
5,5,5.0,178
