d_idle_0,sum_d_idle,mean_d_idle,ep
11,11,11.0,0
6,6,6.0,1
0,0,0.0,2
13,13,13.0,3
6,6,6.0,4
4,4,4.0,5
9,9,9.0,6
7,7,7.0,7
9,9,9.0,8
0,0,0.0,9
4,4,4.0,10
0,0,0.0,11
7,7,7.0,12
11,11,11.0,13
0,0,0.0,14
2,2,2.0,15
5,5,5.0,16
6,6,6.0,17
4,4,4.0,18
0,0,0.0,19
6,6,6.0,20
5,5,5.0,21
5,5,5.0,22
0,0,0.0,23
6,6,6.0,24
0,0,0.0,25
3,3,3.0,26
8,8,8.0,27
4,4,4.0,28
0,0,0.0,29
20,20,20.0,30
17,17,17.0,31
10,10,10.0,32
21,21,21.0,33
8,8,8.0,34
23,23,23.0,35
0,0,0.0,36
0,0,0.0,37
6,6,6.0,38
15,15,15.0,39
34,34,34.0,40
8,8,8.0,41
3,3,3.0,42
8,8,8.0,43
6,6,6.0,44
7,7,7.0,45
1,1,1.0,46
18,18,18.0,47
25,25,25.0,48
24,24,24.0,49
20,20,20.0,50
22,22,22.0,51
0,0,0.0,52
22,22,22.0,53
21,21,21.0,54
18,18,18.0,55
0,0,0.0,56
4,4,4.0,57
21,21,21.0,58
9,9,9.0,59
28,28,28.0,60
0,0,0.0,61
16,16,16.0,62
17,17,17.0,63
13,13,13.0,64
16,16,16.0,65
12,12,12.0,66
3,3,3.0,67
2,2,2.0,68
0,0,0.0,69
6,6,6.0,70
7,7,7.0,71
0,0,0.0,72
12,12,12.0,73
3,3,3.0,74
0,0,0.0,75
7,7,7.0,76
13,13,13.0,77
0,0,0.0,78
12,12,12.0,79
3,3,3.0,80
7,7,7.0,81
8,8,8.0,82
2,2,2.0,83
2,2,2.0,84
0,0,0.0,85
24,24,24.0,86
1,1,1.0,87
53,53,53.0,88
3,3,3.0,89
6,6,6.0,90
8,8,8.0,91
7,7,7.0,92
7,7,7.0,93
4,4,4.0,94
33,33,33.0,95
34,34,34.0,96
6,6,6.0,97
31,31,31.0,98
7,7,7.0,99
19,19,19.0,100
1,1,1.0,101
8,8,8.0,102
25,25,25.0,103
2,2,2.0,104
17,17,17.0,105
0,0,0.0,106
2,2,2.0,107
0,0,0.0,108
4,4,4.0,109
0,0,0.0,110
2,2,2.0,111
8,8,8.0,112
7,7,7.0,113
5,5,5.0,114
7,7,7.0,115
0,0,0.0,116
0,0,0.0,117
14,14,14.0,118
14,14,14.0,119
13,13,13.0,120
18,18,18.0,121
1,1,1.0,122
10,10,10.0,123
12,12,12.0,124
0,0,0.0,125
10,10,10.0,126
0,0,0.0,127
0,0,0.0,128
7,7,7.0,129
11,11,11.0,130
0,0,0.0,131
3,3,3.0,132
10,10,10.0,133
10,10,10.0,134
0,0,0.0,135
8,8,8.0,136
22,22,22.0,137
5,5,5.0,138
10,10,10.0,139
9,9,9.0,140
8,8,8.0,141
2,2,2.0,142
10,10,10.0,143
3,3,3.0,144
17,17,17.0,145
1,1,1.0,146
6,6,6.0,147
7,7,7.0,148
15,15,15.0,149
41,41,41.0,150
8,8,8.0,151
0,0,0.0,152
0,0,0.0,153
7,7,7.0,154
8,8,8.0,155
0,0,0.0,156
0,0,0.0,157
0,0,0.0,158
52,52,52.0,159
29,29,29.0,160
7,7,7.0,161
1,1,1.0,162
9,9,9.0,163
3,3,3.0,164
6,6,6.0,165
13,13,13.0,166
2,2,2.0,167
3,3,3.0,168
8,8,8.0,169
6,6,6.0,170
0,0,0.0,171
0,0,0.0,172
16,16,16.0,173
19,19,19.0,174
0,0,0.0,175
18,18,18.0,176
11,11,11.0,177
12,12,12.0,178
10,10,10.0,179
7,7,7.0,180
32,32,32.0,181
12,12,12.0,182
0,0,0.0,183
8,8,8.0,184
23,23,23.0,185
0,0,0.0,186
5,5,5.0,187
14,14,14.0,188
21,21,21.0,189
12,12,12.0,190
5,5,5.0,191
6,6,6.0,192
8,8,8.0,193
11,11,11.0,194
9,9,9.0,195
3,3,3.0,196
9,9,9.0,197
6,6,6.0,198
0,0,0.0,199
18,18,18.0,200
5,5,5.0,201
4,4,4.0,202
0,0,0.0,203
6,6,6.0,204
28,28,28.0,205
0,0,0.0,206
4,4,4.0,207
1,1,1.0,208
11,11,11.0,209
15,15,15.0,210
0,0,0.0,211
7,7,7.0,212
22,22,22.0,213
0,0,0.0,214
2,2,2.0,215
6,6,6.0,216
4,4,4.0,217
15,15,15.0,218
6,6,6.0,219
4,4,4.0,220
6,6,6.0,221
8,8,8.0,222
13,13,13.0,223
21,21,21.0,224
15,15,15.0,225
0,0,0.0,226
5,5,5.0,227
11,11,11.0,228
4,4,4.0,229
15,15,15.0,230
6,6,6.0,231
20,20,20.0,232
5,5,5.0,233
3,3,3.0,234
0,0,0.0,235
9,9,9.0,236
6,6,6.0,237
19,19,19.0,238
0,0,0.0,239
0,0,0.0,240
19,19,19.0,241
20,20,20.0,242
0,0,0.0,243
0,0,0.0,244
4,4,4.0,245
5,5,5.0,246
11,11,11.0,247
7,7,7.0,248
26,26,26.0,249
4,4,4.0,250
10,10,10.0,251
0,0,0.0,252
0,0,0.0,253
6,6,6.0,254
15,15,15.0,255
19,19,19.0,256
0,0,0.0,257
11,11,11.0,258
3,3,3.0,259
10,10,10.0,260
