d_idle_0,sum_d_idle,mean_d_idle,ep
7,7,7.0,0
32,32,32.0,1
0,0,0.0,2
28,28,28.0,3
24,24,24.0,4
2,2,2.0,5
0,0,0.0,6
5,5,5.0,7
11,11,11.0,8
18,18,18.0,9
0,0,0.0,10
4,4,4.0,11
9,9,9.0,12
17,17,17.0,13
0,0,0.0,14
16,16,16.0,15
0,0,0.0,16
14,14,14.0,17
9,9,9.0,18
6,6,6.0,19
10,10,10.0,20
4,4,4.0,21
3,3,3.0,22
18,18,18.0,23
11,11,11.0,24
7,7,7.0,25
2,2,2.0,26
0,0,0.0,27
25,25,25.0,28
0,0,0.0,29
10,10,10.0,30
0,0,0.0,31
0,0,0.0,32
8,8,8.0,33
3,3,3.0,34
0,0,0.0,35
0,0,0.0,36
27,27,27.0,37
8,8,8.0,38
1,1,1.0,39
6,6,6.0,40
28,28,28.0,41
3,3,3.0,42
5,5,5.0,43
0,0,0.0,44
15,15,15.0,45
0,0,0.0,46
5,5,5.0,47
15,15,15.0,48
0,0,0.0,49
5,5,5.0,50
0,0,0.0,51
13,13,13.0,52
18,18,18.0,53
8,8,8.0,54
21,21,21.0,55
6,6,6.0,56
2,2,2.0,57
11,11,11.0,58
15,15,15.0,59
0,0,0.0,60
16,16,16.0,61
2,2,2.0,62
21,21,21.0,63
9,9,9.0,64
1,1,1.0,65
5,5,5.0,66
12,12,12.0,67
13,13,13.0,68
10,10,10.0,69
8,8,8.0,70
1,1,1.0,71
1,1,1.0,72
0,0,0.0,73
10,10,10.0,74
5,5,5.0,75
5,5,5.0,76
0,0,0.0,77
5,5,5.0,78
9,9,9.0,79
2,2,2.0,80
4,4,4.0,81
20,20,20.0,82
2,2,2.0,83
8,8,8.0,84
0,0,0.0,85
0,0,0.0,86
7,7,7.0,87
0,0,0.0,88
19,19,19.0,89
10,10,10.0,90
2,2,2.0,91
12,12,12.0,92
12,12,12.0,93
5,5,5.0,94
3,3,3.0,95
8,8,8.0,96
13,13,13.0,97
6,6,6.0,98
6,6,6.0,99
0,0,0.0,100
4,4,4.0,101
1,1,1.0,102
12,12,12.0,103
10,10,10.0,104
2,2,2.0,105
11,11,11.0,106
19,19,19.0,107
0,0,0.0,108
9,9,9.0,109
13,13,13.0,110
14,14,14.0,111
14,14,14.0,112
19,19,19.0,113
0,0,0.0,114
6,6,6.0,115
9,9,9.0,116
21,21,21.0,117
12,12,12.0,118
9,9,9.0,119
3,3,3.0,120
1,1,1.0,121
13,13,13.0,122
4,4,4.0,123
2,2,2.0,124
6,6,6.0,125
27,27,27.0,126
6,6,6.0,127
7,7,7.0,128
1,1,1.0,129
29,29,29.0,130
8,8,8.0,131
8,8,8.0,132
14,14,14.0,133
18,18,18.0,134
21,21,21.0,135
5,5,5.0,136
10,10,10.0,137
6,6,6.0,138
6,6,6.0,139
9,9,9.0,140
22,22,22.0,141
5,5,5.0,142
16,16,16.0,143
4,4,4.0,144
4,4,4.0,145
5,5,5.0,146
16,16,16.0,147
3,3,3.0,148
0,0,0.0,149
18,18,18.0,150
4,4,4.0,151
11,11,11.0,152
5,5,5.0,153
4,4,4.0,154
5,5,5.0,155
15,15,15.0,156
2,2,2.0,157
0,0,0.0,158
0,0,0.0,159
5,5,5.0,160
6,6,6.0,161
16,16,16.0,162
11,11,11.0,163
8,8,8.0,164
4,4,4.0,165
7,7,7.0,166
35,35,35.0,167
1,1,1.0,168
17,17,17.0,169
11,11,11.0,170
4,4,4.0,171
7,7,7.0,172
15,15,15.0,173
29,29,29.0,174
9,9,9.0,175
1,1,1.0,176
5,5,5.0,177
24,24,24.0,178
22,22,22.0,179
4,4,4.0,180
7,7,7.0,181
3,3,3.0,182
0,0,0.0,183
2,2,2.0,184
14,14,14.0,185
20,20,20.0,186
5,5,5.0,187
