pid,did,pro_time
215,18,18
77,18,17
211,16,15
163,19,15
145,10,12
184,3,12
113,9,17
134,13,14
44,2,15
4,2,12
103,8,18
38,4,11
166,14,16
154,14,11
60,16,20
157,6,12
185,1,13
78,2,14
96,16,17
70,12,14
81,15,19
153,6,14
40,8,12
72,16,17
132,2,13
177,7,17
183,16,12
71,14,14
97,3,12
52,7,16
121,12,18
188,2,16
192,8,13
102,0,19
76,14,15
128,12,18
82,6,19
130,12,11
190,10,14
133,10,15
81,12,11
160,12,14
30,13,12
55,13,16
63,0,19
122,5,16
213,16,17
12,12,11
49,10,11
14,0,16
181,6,12
176,2,10
64,15,15
141,6,10
202,15,20
39,18,10
117,9,16
59,1,13
25,5,17
10,0,12
189,16,13
210,7,13
123,15,14
169,1,11
187,15,12
62,12,13
88,14,13
3,16,11
217,7,18
91,3,12
179,14,14
110,4,11
216,15,18
92,8,13
107,15,11
152,10,18
98,12,16
211,5,20
142,13,20
41,17,20
2,11,19
193,14,15
213,4,14
22,3,20
205,16,15
90,6,13
138,4,15
151,13,15
207,9,16
1,5,11
197,0,12
150,10,12
205,11,12
66,7,18
86,6,13
9,8,16
32,7,12
24,8,17
218,9,12
74,14,20
58,13,12
57,5,14
135,14,16
169,11,11
120,13,18
173,9,11
159,7,20
28,6,16
154,17,14
88,3,15
200,10,12
83,17,16
99,0,20
45,2,15
95,5,15
168,18,18
13,14,16
96,0,19
29,2,14
172,5,12
162,1,12
139,14,11
7,17,10
209,9,11
0,18,15
137,14,16
174,3,18
90,15,19
214,4,18
126,11,20
167,19,17
87,3,15
85,5,11
101,7,16
106,2,12
72,10,11
199,11,20
69,2,17
11,5,11
50,4,14
119,6,19
27,9,13
48,0,11
104,11,19
59,11,12
51,6,15
61,19,16
147,2,18
46,19,19
33,13,18
158,12,18
182,14,11
21,1,12
212,12,13
169,7,13
139,12,10
143,15,14
56,0,12
144,8,14
178,15,19
93,9,11
161,16,11
36,18,15
72,7,12
15,6,10
59,12,17
163,6,13
203,10,12
109,0,19
136,9,14
148,4,20
219,2,13
180,0,15
76,11,14
163,18,10
79,5,13
105,18,18
49,9,16
111,12,15
124,3,14
97,10,16
90,5,11
182,18,19
53,6,12
191,5,16
42,13,13
96,8,10
54,3,17
186,17,17
37,6,20
84,15,11
206,13,16
195,4,16
125,16,14
73,5,10
170,11,16
205,18,17
140,5,17
118,1,14
175,2,12
89,4,13
109,1,12
34,0,20
131,3,13
208,1,16
88,16,19
136,10,18
47,18,13
75,7,11
164,3,18
165,9,15
97,15,12
164,0,14
116,13,13
211,0,16
136,11,16
16,3,15
6,16,18
156,7,17
89,8,20
43,15,11
218,11,15
67,14,18
218,18,16
23,4,20
94,17,20
182,16,10
156,4,18
35,19,18
154,18,17
149,9,16
112,19,20
194,18,19
196,15,13
5,3,16
81,2,20
26,7,14
100,17,13
76,8,10
65,3,14
89,9,20
108,9,11
20,10,14
164,13,17
19,19,13
49,11,20
204,19,12
155,13,15
5,13,20
54,8,13
156,17,12
100,4,20
109,7,19
115,10,13
127,17,20
68,8,19
94,4,12
5,11,15
80,1,16
54,11,14
114,17,16
100,19,10
33,1,10
94,1,18
33,4,17
80,17,14
129,19,10
8,17,18
171,10,14
198,17,20
146,19,19
213,8,18
17,1,14
189,19,19
139,17,18
189,1,11
