pid,did,pro_time
113,8,10
118,13,18
44,11,19
69,4,20
60,3,11
121,4,18
12,3,20
64,3,14
17,12,14
9,5,19
146,8,10
42,14,11
122,6,13
41,9,17
6,13,18
150,8,19
114,3,13
69,3,12
86,8,15
123,8,16
24,9,15
39,6,19
165,1,18
4,3,13
28,11,14
69,9,12
141,4,16
106,12,16
81,8,13
178,5,18
35,10,17
152,6,19
38,0,11
67,7,17
7,2,13
18,11,13
175,13,14
115,13,17
147,8,18
113,13,10
97,10,16
74,0,15
157,14,10
126,8,15
82,9,19
134,9,10
78,2,18
0,2,18
176,12,12
70,6,11
83,4,11
5,4,11
2,5,15
161,10,10
166,6,20
79,7,16
85,5,20
93,3,11
125,14,17
88,12,17
144,1,20
55,10,13
155,10,14
137,3,12
19,8,19
111,5,17
154,4,17
57,6,11
43,10,11
124,3,13
177,14,20
89,10,18
142,1,19
103,6,12
66,4,11
31,5,19
139,11,20
153,3,20
135,10,12
37,8,19
17,11,10
25,9,16
127,14,16
99,3,18
40,8,14
109,11,19
131,10,20
29,6,12
96,5,13
8,12,11
66,7,12
49,4,19
174,13,11
68,1,16
13,1,19
56,0,10
128,4,14
91,7,20
172,10,11
162,6,10
47,14,16
117,12,20
52,4,15
51,8,20
98,13,15
120,4,20
136,1,12
172,8,10
59,10,16
66,3,10
32,14,20
30,5,18
132,10,18
1,8,12
169,3,20
98,0,12
58,0,13
46,7,11
74,1,15
71,6,17
105,5,16
112,6,20
22,4,20
61,0,17
75,13,12
172,2,15
102,14,17
168,2,12
27,7,13
145,2,18
21,14,17
164,9,10
120,9,17
10,12,10
134,0,18
119,5,14
138,11,20
154,2,11
151,11,11
120,5,19
108,12,14
96,4,19
12,13,14
84,7,11
63,0,16
113,1,20
179,1,18
158,7,14
76,0,15
55,3,16
143,7,11
177,7,20
90,6,16
12,12,14
107,6,19
34,12,17
45,0,17
11,14,12
132,1,10
98,5,13
54,1,17
110,13,14
53,4,13
151,10,12
101,2,12
92,9,13
159,2,11
17,6,13
177,9,17
27,11,13
54,7,11
133,0,10
95,14,13
55,0,19
54,13,10
62,10,12
156,2,17
48,1,19
132,11,15
14,11,19
27,9,12
76,9,11
163,14,10
160,13,18
173,5,18
16,1,13
3,0,17
96,1,14
77,7,17
94,7,13
129,12,15
76,2,14
48,11,19
15,9,13
80,9,12
136,0,20
171,13,19
149,13,13
100,5,11
140,2,18
11,7,12
151,2,13
20,12,14
36,14,15
170,12,15
65,2,13
10,11,20
36,11,16
