pid,did,pro_time
97,3,12
182,7,18
132,4,10
99,14,19
82,7,13
183,11,13
148,11,11
1,1,12
30,12,11
168,8,18
109,5,12
8,8,16
10,9,16
155,5,20
193,5,15
18,3,12
88,11,12
32,14,17
129,2,15
120,4,14
45,11,12
108,2,19
173,2,17
49,5,10
42,1,13
85,1,14
98,11,16
100,2,17
36,10,14
137,3,14
165,12,17
7,4,11
197,6,19
25,8,15
189,0,18
181,1,17
87,6,19
133,5,20
60,5,10
116,8,18
68,3,17
79,12,14
23,9,12
36,14,15
172,7,16
81,12,16
113,10,15
70,7,15
76,10,12
114,1,20
6,8,12
167,11,17
160,10,19
152,1,10
178,0,10
20,6,14
3,1,15
102,6,11
19,6,20
15,12,12
11,0,11
161,9,14
117,10,19
56,0,16
130,9,13
199,4,12
17,6,13
91,0,17
78,13,16
62,13,11
21,10,19
192,11,13
191,1,11
64,8,12
146,10,10
189,5,15
105,10,14
136,13,19
194,8,18
55,12,13
65,11,12
67,0,10
175,0,16
196,8,16
123,8,20
4,3,19
134,14,13
16,4,10
84,14,14
111,9,17
13,11,15
35,0,19
115,13,14
33,3,16
122,3,18
144,13,14
95,3,19
153,3,14
186,10,14
128,3,18
53,6,12
86,14,17
57,10,15
34,13,11
184,10,19
41,11,14
186,14,17
143,2,12
121,0,11
156,7,16
106,3,17
71,0,14
38,12,13
104,8,13
180,11,15
14,8,11
107,2,16
54,8,11
186,7,16
126,12,12
138,8,16
190,0,19
42,5,10
72,5,12
46,7,19
58,2,20
118,14,13
61,5,10
150,4,11
94,8,13
157,7,11
143,9,20
119,5,12
140,10,13
69,14,11
37,8,17
52,8,19
50,3,16
101,3,13
29,8,11
125,14,11
185,5,14
22,4,20
163,14,10
51,5,16
27,12,13
110,13,10
106,13,15
175,2,15
188,6,11
139,0,16
124,1,13
139,1,16
13,4,19
198,13,12
169,0,17
151,4,17
112,11,17
135,6,15
181,9,13
121,14,20
177,5,13
93,0,11
74,3,18
195,11,11
142,2,15
90,2,10
40,3,11
187,6,13
147,3,18
91,12,14
176,0,14
77,10,20
177,1,19
141,6,19
0,14,10
149,2,19
66,10,13
166,12,13
193,14,10
43,4,16
47,3,18
154,11,19
31,5,15
127,11,18
26,1,12
63,4,18
75,14,19
145,11,18
89,11,12
0,9,13
142,6,11
127,10,10
59,2,13
121,9,18
179,5,16
5,2,14
171,10,16
67,5,11
170,13,18
131,13,20
2,4,20
83,1,20
103,7,20
131,10,19
44,14,16
162,2,17
0,4,16
96,13,12
28,14,15
100,9,17
48,4,10
189,1,19
14,7,18
67,13,15
14,0,12
190,9,19
39,1,13
12,7,19
159,7,20
190,6,17
80,0,14
85,6,19
48,2,15
92,13,19
174,9,11
46,12,11
92,6,10
46,13,10
73,1,17
85,2,11
158,12,15
24,13,10
164,12,11
92,1,12
28,4,11
9,2,12
48,12,12
9,4,16
59,7,15
59,9,12
24,6,15
