pid,did,pro_time
55,17,17
196,15,18
219,19,17
25,16,19
167,16,14
119,15,14
156,8,18
17,17,14
129,13,16
18,18,12
11,10,12
95,14,18
22,7,14
186,16,20
151,18,10
165,6,13
1,12,14
180,7,14
86,11,12
228,14,16
173,5,12
30,3,13
217,1,14
223,15,20
236,8,12
216,13,10
187,11,19
9,1,20
193,5,15
14,7,12
158,7,19
235,17,11
34,2,12
45,13,18
78,11,20
96,11,17
80,1,18
72,6,20
174,10,19
54,7,12
27,2,11
101,19,11
183,4,15
124,2,10
44,11,18
46,9,11
121,10,11
133,0,17
5,5,15
77,12,16
114,3,17
65,4,11
132,18,11
211,6,14
160,18,15
135,2,10
175,18,20
210,19,12
68,19,17
108,6,17
98,4,14
141,15,12
113,14,11
154,5,18
56,10,13
199,18,18
205,8,17
166,12,11
66,4,20
226,1,18
10,12,20
144,9,14
117,8,17
146,14,10
202,9,17
64,5,18
134,3,19
150,19,13
157,0,11
142,11,15
194,11,10
57,6,18
71,13,15
33,2,19
5,10,18
84,3,10
152,4,13
41,1,18
104,11,15
169,15,20
209,19,11
204,10,19
221,3,14
146,17,10
7,1,19
123,16,15
224,17,12
184,9,17
104,3,10
8,15,20
113,15,20
13,12,10
185,16,15
109,11,14
3,10,17
228,2,13
76,14,13
103,10,14
211,12,19
226,13,15
172,0,13
168,10,10
130,19,18
116,1,11
90,9,15
161,13,17
232,12,15
105,12,13
52,16,10
178,2,15
29,14,19
112,17,14
155,19,18
1,17,20
208,11,17
2,11,16
145,13,14
131,18,17
128,6,13
6,7,14
105,18,11
69,12,18
15,18,20
207,11,10
196,2,10
83,6,16
120,13,11
176,11,15
39,15,12
215,15,19
111,14,12
47,9,14
4,18,19
71,5,20
214,19,14
67,10,12
51,5,13
81,7,12
237,10,20
91,13,18
159,5,20
189,3,20
222,6,18
42,8,19
74,15,11
150,0,16
8,0,16
179,15,12
51,13,15
122,9,12
113,19,13
115,13,14
23,5,13
231,8,13
62,14,19
203,11,17
130,17,11
61,4,14
126,5,12
2,7,13
49,11,15
20,16,11
94,6,13
162,3,17
88,5,10
23,14,13
15,16,14
127,17,14
93,9,15
28,9,13
234,18,19
198,5,17
197,8,17
164,9,18
75,12,20
139,14,19
147,16,16
59,1,18
153,13,16
137,1,12
143,12,12
149,15,19
26,17,15
35,0,11
213,14,20
31,3,19
70,9,13
136,0,16
88,16,18
106,5,17
184,16,15
227,13,19
233,17,14
85,16,14
58,13,14
182,17,19
229,17,11
1,19,15
130,6,20
192,6,20
218,0,16
140,7,12
163,3,12
19,7,17
48,2,16
168,15,17
76,16,12
0,14,13
8,14,20
137,18,15
200,17,19
63,14,15
177,1,13
110,12,13
36,18,11
24,2,17
48,1,14
48,14,14
79,12,10
177,6,20
170,15,13
181,12,14
89,7,16
190,9,15
43,1,16
220,18,10
225,2,13
37,3,15
38,15,10
238,16,18
188,6,11
100,17,18
108,18,12
191,9,14
201,19,10
60,13,14
62,8,16
148,16,12
19,3,17
92,5,10
97,12,14
107,9,15
88,6,12
195,7,11
206,6,14
99,1,15
210,4,15
191,0,14
73,8,10
203,9,18
102,1,18
230,2,10
91,0,13
99,7,14
32,10,17
73,0,18
177,8,16
12,0,15
168,8,17
53,5,12
16,10,10
181,2,10
206,2,14
171,3,19
138,8,12
19,2,15
118,7,16
125,10,13
50,10,14
91,8,15
87,4,20
40,7,15
73,19,10
239,0,20
99,4,18
212,3,18
21,3,19
82,0,11
