pid,did,pro_time
5,12,13
116,12,19
46,2,12
36,9,20
41,10,15
44,6,17
26,6,16
78,3,15
24,7,12
94,9,15
70,8,14
121,6,16
109,3,18
33,14,16
123,7,20
40,4,19
53,3,19
57,14,15
72,6,18
63,2,12
128,8,14
120,8,19
102,12,13
103,6,18
39,12,10
92,7,17
51,12,11
135,9,10
129,5,17
32,13,12
2,9,16
23,3,17
7,8,12
47,6,20
55,6,17
98,0,11
3,5,15
110,8,14
104,8,20
91,8,17
117,3,20
79,3,13
60,12,15
112,5,11
107,14,20
127,8,19
114,13,10
11,4,14
67,6,14
67,3,16
106,12,15
76,6,12
122,1,10
13,3,20
125,8,13
96,11,11
93,2,14
73,12,11
22,9,18
49,3,14
54,10,11
131,9,12
8,11,10
4,12,14
95,4,16
52,11,10
139,14,17
103,11,13
34,13,16
97,5,14
9,3,12
6,2,16
38,10,18
132,8,15
90,7,11
137,3,16
65,7,11
35,2,18
62,6,20
138,11,19
88,3,15
16,11,17
17,5,17
115,13,12
85,4,17
113,5,15
119,2,17
130,0,15
43,10,16
62,14,15
0,8,14
71,8,20
105,10,13
66,1,16
12,5,19
89,11,13
89,2,15
133,5,19
82,5,10
117,4,17
69,13,17
89,12,19
35,6,11
108,4,15
68,7,11
86,2,19
101,10,17
42,5,19
56,6,17
21,9,10
84,12,10
29,9,16
124,0,19
34,10,20
37,5,10
136,4,20
99,0,10
50,4,10
73,13,12
45,11,11
32,1,11
100,7,10
20,1,16
81,10,13
19,13,10
134,4,10
64,13,20
15,2,14
52,4,11
75,14,18
0,14,14
100,9,13
18,11,17
48,1,13
16,12,19
77,4,12
10,7,10
25,0,15
16,4,12
108,9,11
48,5,18
20,2,17
117,14,20
62,11,11
74,0,10
101,7,19
61,10,11
27,9,20
14,9,11
133,11,17
80,1,13
1,11,18
133,1,12
87,14,14
30,0,18
0,7,14
52,10,14
28,7,20
126,0,11
58,14,15
83,7,13
35,10,14
118,1,18
31,0,12
111,1,12
59,0,15
59,13,19
23,13,12
101,14,20
40,13,13
23,14,19
