pid,did,pro_time
209,10,17
7,11,19
64,12,16
3,11,18
70,19,11
17,6,12
10,8,19
66,10,14
224,16,14
179,12,17
238,1,17
216,2,16
56,3,20
174,1,20
162,16,19
232,5,13
175,16,10
158,4,13
228,19,19
105,10,11
22,17,11
199,14,14
60,12,20
45,6,12
132,8,15
83,18,14
12,18,16
96,8,11
208,9,19
14,5,20
198,11,11
184,6,14
250,2,13
144,2,17
252,6,16
89,3,12
178,19,18
137,13,18
230,11,15
246,4,11
72,8,16
46,3,15
115,3,18
164,9,17
36,14,10
29,18,14
187,9,13
19,13,11
226,15,13
54,11,16
74,18,20
140,9,11
248,18,19
169,5,18
170,4,13
247,8,15
35,18,16
195,17,15
127,10,20
40,10,13
111,3,14
258,8,18
166,2,16
242,15,13
114,13,12
18,1,15
58,17,11
257,16,17
100,5,17
101,17,14
9,11,18
136,11,10
99,2,10
6,6,16
142,8,12
93,13,12
4,17,20
176,14,19
69,16,12
236,14,19
4,2,16
104,5,20
38,8,20
214,7,15
252,1,14
15,0,10
146,17,12
244,0,10
43,13,13
78,18,18
57,16,13
97,11,13
13,18,20
150,11,18
213,15,16
63,1,16
102,3,10
16,15,16
206,3,13
245,13,13
61,10,17
220,2,13
109,7,10
184,15,20
204,18,18
183,8,11
157,12,10
156,15,15
225,17,20
54,16,10
169,8,11
110,14,17
149,5,19
234,8,15
51,0,19
1,18,10
84,16,14
148,5,11
123,13,14
134,13,20
219,3,16
160,1,16
233,14,12
73,12,10
133,2,15
138,16,16
119,17,13
130,19,20
154,17,14
218,9,10
202,16,13
163,15,16
117,15,15
24,6,10
240,0,10
12,6,17
75,17,16
129,15,10
81,9,18
91,7,13
103,2,20
125,11,20
127,12,16
118,1,12
75,2,17
79,8,17
102,17,15
67,0,15
239,4,20
34,15,15
139,2,11
152,5,17
207,3,18
71,14,10
49,2,17
190,17,18
221,7,16
153,2,17
41,18,19
149,12,16
210,12,17
259,4,11
40,11,10
215,5,13
122,7,18
185,19,13
135,12,16
107,19,10
68,1,15
8,8,13
161,7,10
98,17,18
228,9,16
71,13,10
167,18,19
256,15,14
44,14,18
221,1,20
147,19,14
159,2,17
255,15,18
42,15,13
222,5,13
229,6,15
172,7,20
23,14,17
177,16,20
31,13,18
82,3,12
68,6,20
113,4,15
241,3,20
205,8,20
53,14,14
253,16,11
254,8,18
158,10,13
189,3,13
112,11,11
94,14,11
59,7,17
165,1,11
62,11,20
95,15,18
151,19,18
106,4,16
50,11,11
27,14,15
211,19,10
255,1,18
165,6,12
194,1,14
26,14,14
241,18,11
90,0,15
92,12,16
193,18,12
160,12,18
176,1,10
191,19,18
233,15,16
32,16,16
181,17,16
98,14,11
227,19,14
116,19,19
87,17,16
171,13,18
235,9,19
61,14,20
197,13,19
193,9,18
76,6,20
20,0,18
121,0,14
231,1,19
30,4,20
21,0,13
180,11,12
80,13,18
0,5,12
237,13,18
157,6,11
39,16,11
124,16,14
26,5,20
37,18,19
0,13,16
217,19,12
243,4,17
48,10,20
245,7,19
173,4,17
192,10,12
33,6,19
143,12,10
86,1,20
2,2,13
52,3,11
212,3,13
203,3,19
5,6,11
200,6,10
182,5,15
212,12,12
128,9,12
249,0,11
47,9,10
28,7,11
223,10,12
248,0,18
11,0,18
25,5,17
145,10,12
231,4,18
207,7,10
174,9,20
85,19,13
108,19,13
65,10,14
196,10,16
116,5,14
201,4,11
88,9,13
55,12,20
47,12,14
186,10,10
155,10,10
251,7,12
126,0,10
141,0,20
35,7,11
77,9,12
168,0,14
120,7,15
131,4,17
135,4,13
125,7,19
188,9,20
