pid,did,pro_time
241,4,18
151,6,10
129,5,18
24,7,18
206,19,17
67,7,17
179,16,18
32,13,11
220,17,14
118,1,12
154,13,15
174,11,20
208,4,10
41,12,16
242,11,16
238,9,19
169,12,16
262,12,19
119,10,11
92,17,11
235,18,10
82,6,15
53,17,15
54,5,15
279,7,15
77,16,15
18,14,19
258,11,14
105,16,19
261,19,12
95,19,15
200,1,19
174,15,12
120,5,15
131,1,12
23,9,20
134,7,16
241,6,18
274,12,20
102,17,18
214,6,11
270,7,15
211,2,17
197,9,20
190,0,19
72,4,12
154,15,10
245,13,19
171,19,14
22,8,12
52,1,20
134,2,14
143,17,12
191,6,15
107,8,13
182,8,17
133,3,14
204,3,13
199,8,12
228,17,12
2,6,18
109,0,19
57,14,15
58,5,20
8,7,10
135,6,17
38,18,13
64,8,19
249,13,14
5,11,11
28,1,11
168,0,13
79,1,19
122,12,10
3,0,19
167,5,15
90,3,10
89,10,17
193,6,18
144,7,19
277,18,20
113,2,17
252,18,17
85,3,10
223,13,16
165,9,19
209,4,20
253,13,12
36,4,16
20,18,16
49,16,19
60,16,13
137,11,15
194,18,15
158,15,18
222,0,11
159,19,12
149,17,20
202,4,13
93,5,10
78,17,12
4,17,11
91,4,11
187,18,17
86,0,18
88,9,16
275,14,15
228,14,17
111,15,15
163,8,20
87,9,20
175,7,10
147,10,15
218,19,12
127,7,11
265,18,14
7,15,11
50,1,16
240,2,17
219,6,19
164,11,19
205,9,16
47,17,14
121,2,15
80,16,17
152,10,15
111,6,16
77,10,18
232,19,19
106,3,13
68,11,17
177,0,16
257,15,17
234,0,10
147,1,13
178,0,12
101,18,14
104,16,13
228,5,19
180,3,19
75,12,13
173,12,10
255,9,18
15,8,17
61,13,17
98,3,11
266,4,20
162,13,13
75,8,18
65,10,12
267,5,14
21,13,15
69,16,19
31,5,17
269,15,16
111,3,12
130,1,19
166,0,16
153,19,14
53,3,20
184,15,20
41,10,18
212,14,14
183,6,12
195,0,13
215,19,11
113,5,20
176,3,11
51,0,16
186,8,17
250,16,13
84,7,18
33,7,15
243,10,18
157,11,20
254,8,17
249,7,20
71,17,11
29,2,18
50,4,10
91,11,11
50,14,11
140,9,19
241,2,18
229,5,11
62,3,10
136,2,11
118,17,15
268,6,15
201,7,16
217,14,17
14,18,10
56,1,12
75,6,16
132,0,10
247,18,10
53,1,17
172,18,20
259,3,13
155,4,17
237,3,16
263,10,19
25,9,12
203,18,12
110,10,17
227,12,13
237,0,12
224,9,17
1,7,10
221,0,13
29,5,20
74,16,10
249,11,13
96,6,16
139,9,18
76,15,20
150,9,15
160,17,20
161,4,11
143,12,17
278,6,15
189,12,19
207,12,18
6,16,17
126,9,11
103,12,11
45,3,18
123,6,15
0,6,19
198,7,20
40,5,11
226,9,10
46,8,15
26,0,13
271,14,11
210,7,17
59,17,18
260,16,11
236,15,10
148,6,13
181,2,15
39,4,17
225,4,19
128,12,16
124,9,10
99,1,13
219,8,20
63,3,17
20,16,17
55,9,13
244,13,19
13,1,15
118,18,14
29,19,18
231,2,11
66,19,18
188,2,12
9,0,13
264,6,16
170,5,13
116,16,14
276,14,11
196,1,13
108,18,17
230,10,13
256,1,14
43,17,15
138,2,10
16,5,19
134,11,10
70,1,20
65,0,10
83,10,14
48,2,11
55,16,12
142,0,19
112,18,20
10,9,17
48,8,12
77,5,10
60,4,10
279,5,16
125,17,15
248,15,18
219,13,16
239,8,19
278,10,17
174,12,13
154,8,20
11,8,20
44,3,12
113,15,20
60,10,18
91,12,16
128,10,13
156,1,18
273,11,16
176,4,10
34,5,19
246,17,20
97,19,15
16,13,12
237,1,16
279,9,17
73,5,20
61,10,20
100,18,20
272,18,12
192,7,10
27,8,19
19,7,18
135,19,18
17,4,13
233,13,18
48,7,13
181,13,11
35,12,11
67,4,14
37,15,17
42,10,19
12,15,20
142,14,12
16,17,16
243,16,15
176,13,11
14,12,18
216,2,18
114,18,20
41,11,20
117,1,15
81,13,12
61,4,17
251,8,19
147,17,10
30,10,10
213,3,16
143,14,18
65,19,16
146,8,10
14,16,14
39,12,13
67,12,11
145,11,15
115,2,14
141,11,11
278,4,15
146,19,11
181,3,11
94,13,11
146,2,20
135,10,12
185,15,14
55,15,16
142,2,10
145,14,18
145,13,18
185,11,10
128,3,16
97,15,20
185,19,18
97,16,19
39,15,19
243,2,12
