pid,did,pro_time
177,6,19
68,10,13
153,3,12
98,14,19
124,14,15
38,4,18
130,0,15
84,12,14
132,5,19
65,0,11
71,1,17
27,7,12
84,14,13
142,4,18
5,3,11
150,0,11
137,11,16
154,2,14
4,9,17
172,4,17
78,12,19
45,6,16
97,4,14
92,10,12
128,12,10
79,2,14
93,0,14
129,10,20
169,4,12
107,10,16
19,7,16
73,12,14
58,7,19
24,3,14
30,3,12
67,4,13
134,7,16
179,11,12
123,1,15
149,3,14
170,8,12
59,14,14
176,9,14
175,4,20
44,1,15
131,2,12
11,0,13
14,13,17
29,4,19
106,14,10
113,2,12
17,4,11
109,4,17
110,3,16
171,7,20
168,8,15
86,9,10
139,12,12
125,5,12
121,10,16
71,8,20
166,4,18
157,4,18
27,0,17
80,6,18
18,11,15
140,8,17
2,11,13
176,8,18
174,9,19
16,11,18
63,13,20
135,13,14
83,11,19
70,9,12
143,0,13
23,11,11
96,3,12
66,8,14
37,2,12
158,11,12
33,10,11
55,6,12
32,10,10
34,12,12
62,5,17
60,14,15
148,4,12
126,7,17
90,5,10
159,13,15
71,4,10
10,11,13
159,4,10
121,5,11
1,0,12
1,12,19
134,6,18
156,13,15
136,1,16
127,3,15
146,0,14
42,12,18
89,6,14
28,5,14
95,11,19
89,7,13
21,14,11
41,6,15
120,0,17
147,10,13
54,6,12
76,0,12
74,5,18
119,12,10
1,3,18
101,5,17
145,0,14
57,14,19
85,7,19
36,5,13
117,13,10
53,11,11
81,9,13
20,13,11
144,9,11
13,3,10
61,0,16
101,7,17
118,12,12
50,13,19
112,11,19
6,0,18
101,2,15
164,2,10
3,3,19
162,7,19
178,10,17
36,9,16
160,11,17
100,2,17
87,11,10
91,12,20
0,14,10
12,14,11
88,13,10
40,13,12
48,6,11
102,5,14
31,9,14
9,0,17
69,10,11
99,12,13
122,7,11
56,14,14
152,11,17
49,13,10
167,10,18
161,3,18
115,10,13
22,6,19
43,12,10
7,5,18
25,13,12
94,8,19
52,13,17
72,3,16
105,5,16
41,5,13
85,9,11
65,6,14
133,9,18
108,7,19
111,7,11
173,10,12
7,13,10
15,3,19
82,5,17
163,13,16
39,1,12
77,10,13
0,7,14
26,9,10
165,5,11
0,10,16
75,14,19
115,1,11
64,8,15
37,8,20
138,12,13
167,6,12
141,12,15
51,6,11
155,6,18
7,1,15
8,7,12
116,1,18
103,3,20
20,1,14
104,1,12
47,8,10
35,2,20
151,1,17
46,6,19
165,1,11
114,2,18
36,8,17
39,9,19
104,14,13
155,9,10
53,14,12
3,9,15
133,8,15
53,2,18
104,2,15
39,8,17
3,8,10
165,14,19
