pid,did,pro_time
138,3,20
21,6,11
92,13,11
50,6,14
113,5,13
29,9,11
65,7,18
101,8,13
72,6,10
108,7,14
5,10,12
46,2,10
133,0,10
6,11,11
134,8,15
24,14,10
136,5,20
87,1,10
102,5,13
52,5,13
59,9,17
19,14,15
74,0,19
76,11,20
68,7,14
66,13,14
75,8,11
89,9,19
25,12,17
42,9,16
57,2,11
34,8,10
107,4,10
62,13,13
119,13,12
26,6,17
4,5,14
73,13,14
36,5,16
9,4,14
47,1,14
28,4,14
44,12,13
97,13,13
111,13,14
38,12,15
121,2,15
3,7,15
33,14,16
84,7,16
13,7,20
40,2,15
78,2,13
67,14,11
48,8,10
108,6,17
116,7,13
43,10,12
22,10,19
112,7,16
96,10,11
1,2,19
114,13,18
120,8,12
11,5,12
62,9,17
27,11,13
51,0,12
55,6,19
60,3,20
47,0,12
32,0,14
106,14,15
61,14,13
122,5,20
31,1,20
128,9,20
123,14,19
95,12,15
17,9,15
123,0,10
83,13,13
45,13,16
67,6,16
139,14,16
123,13,18
49,2,17
90,9,15
127,14,15
64,9,17
64,12,19
20,0,13
132,11,20
63,1,20
67,3,10
124,1,16
54,7,12
53,2,15
88,14,17
122,0,19
56,14,15
98,1,13
32,1,18
15,9,10
129,12,13
135,3,11
100,12,13
31,11,10
91,10,14
117,7,15
131,12,12
94,1,18
30,6,18
18,3,12
70,0,19
56,1,12
82,3,16
103,4,16
137,2,20
12,1,17
81,9,14
62,7,14
91,11,18
71,11,17
93,2,10
41,1,11
118,3,18
39,4,17
80,0,19
0,10,18
69,10,13
77,8,20
91,5,10
17,4,13
23,2,18
54,0,12
10,5,15
117,11,14
125,3,17
79,12,15
109,10,15
8,4,17
35,6,20
9,3,12
61,4,13
32,3,11
119,10,14
122,3,11
130,11,16
108,5,10
87,6,13
115,11,10
64,11,12
117,12,16
104,4,12
47,8,18
54,10,20
31,12,19
99,8,12
86,4,18
61,6,17
85,10,10
58,4,20
105,8,11
9,8,12
