pid,did,pro_time
215,11,15
148,2,17
139,9,11
196,2,14
159,8,11
10,5,20
217,18,11
65,11,10
116,9,20
47,4,18
122,16,13
88,18,20
99,7,17
94,17,15
214,15,18
153,11,18
143,8,10
74,9,11
133,17,15
91,16,15
213,13,12
152,17,15
52,3,11
13,8,16
177,7,12
193,2,15
42,16,18
203,5,13
23,2,15
26,10,12
113,14,13
51,13,12
167,11,12
121,16,18
29,2,20
38,17,13
209,3,19
24,18,16
189,9,11
78,10,15
157,5,10
43,5,13
27,14,14
134,4,12
151,9,11
123,4,19
56,7,16
130,0,20
3,3,16
173,6,20
71,19,16
21,13,10
46,11,17
204,2,19
107,16,15
132,15,10
138,14,17
172,6,10
212,1,18
88,4,17
170,18,10
194,12,18
183,14,14
86,16,10
68,8,10
57,16,10
205,9,16
178,1,14
32,6,15
15,1,20
182,9,10
77,12,14
79,1,15
210,19,12
89,3,14
161,14,13
154,15,15
18,0,16
155,10,14
119,19,12
48,6,20
148,8,17
162,7,15
33,8,15
60,10,10
45,3,17
115,5,18
69,4,12
156,2,13
9,10,20
150,15,12
176,6,14
22,6,19
95,0,18
58,7,17
186,8,10
136,7,12
87,1,20
5,4,13
128,10,19
148,0,12
190,2,20
92,12,19
30,19,11
126,1,14
7,1,10
78,11,20
146,4,15
28,7,11
174,13,17
124,6,11
70,9,16
189,19,11
180,12,13
72,19,19
53,7,13
49,1,15
141,10,11
168,0,20
166,2,11
199,8,13
88,11,10
111,5,17
125,1,17
81,18,10
195,17,13
184,7,12
216,5,15
206,4,15
126,4,13
63,15,20
127,18,19
124,1,20
145,12,11
117,6,15
82,13,12
83,16,11
158,18,13
85,3,11
109,10,20
104,4,11
102,16,11
101,10,16
24,11,16
219,1,12
8,11,17
200,5,15
75,8,14
54,18,18
50,13,11
2,16,13
24,5,20
62,15,10
11,10,19
208,1,14
112,9,10
80,10,11
96,10,12
16,13,20
36,6,13
191,12,11
100,17,18
93,11,11
183,9,15
6,0,18
111,15,10
14,11,10
145,15,15
207,5,12
179,16,19
112,14,13
78,7,20
97,16,15
55,3,14
57,2,14
149,13,14
210,17,13
39,17,17
34,8,14
41,1,15
146,15,14
61,3,16
189,1,16
114,17,14
4,11,17
197,9,20
105,7,15
90,13,17
169,3,13
137,16,17
147,16,10
165,10,10
135,2,12
163,15,14
188,11,11
164,14,15
131,10,18
91,7,16
76,2,14
118,12,18
90,14,13
181,6,19
218,8,12
79,14,15
73,14,17
187,2,13
20,5,11
20,12,19
40,7,13
144,9,12
84,12,15
100,2,20
0,6,10
175,12,12
103,8,14
107,17,18
201,15,20
12,6,14
59,8,19
207,18,18
171,11,11
183,15,10
37,17,10
19,19,10
91,14,17
129,17,20
198,7,14
202,18,12
16,17,17
192,8,10
216,6,13
67,12,13
160,0,18
187,18,11
66,18,19
211,19,17
20,18,19
17,5,20
185,9,11
219,0,16
44,18,15
160,9,11
108,12,18
206,5,10
54,17,20
106,15,14
35,5,16
207,14,13
64,13,17
55,13,11
25,6,19
120,3,16
142,13,17
31,12,20
110,4,13
54,0,12
206,3,19
83,14,14
2,14,17
140,13,10
1,19,17
106,4,20
106,12,12
98,15,14
219,13,15
98,19,20
98,0,12
