pid,did,pro_time
122,5,11
112,0,10
140,7,12
61,4,20
104,2,20
60,12,15
74,0,16
44,9,12
91,0,19
138,7,11
30,9,13
151,1,16
99,3,17
79,4,12
105,10,14
78,8,19
158,9,12
127,0,15
128,14,15
62,11,10
144,8,16
126,8,10
0,7,19
55,3,10
98,14,19
51,9,10
116,13,14
129,0,16
2,12,14
132,14,13
32,2,12
22,3,20
85,12,17
27,8,17
141,3,13
97,7,12
47,2,15
139,13,11
53,11,12
102,2,11
40,2,11
34,10,15
86,4,14
5,11,20
123,11,16
68,0,18
71,9,10
119,5,20
137,4,16
96,10,19
88,1,14
3,4,13
39,8,13
110,9,15
114,6,11
130,5,18
45,12,12
26,6,13
135,10,17
106,12,15
11,8,11
24,9,20
125,3,11
120,2,14
72,9,20
139,10,18
112,5,12
143,8,13
149,7,15
80,11,16
42,9,20
111,3,20
70,2,18
77,11,20
102,13,12
17,12,17
146,10,18
94,8,18
63,9,19
46,13,17
16,6,18
152,5,11
73,7,10
153,5,20
101,5,15
48,14,13
157,4,12
92,10,20
93,11,18
155,1,13
134,11,18
14,9,12
145,9,14
87,4,17
90,8,12
36,12,12
54,4,18
109,5,20
20,7,12
89,12,20
43,13,17
38,9,18
107,12,20
4,5,20
139,5,13
109,4,12
56,12,10
136,14,15
118,7,16
76,4,20
42,11,13
42,7,11
154,5,10
50,10,20
113,0,14
49,3,13
16,8,20
149,4,10
124,9,19
82,10,13
25,14,10
44,1,18
147,0,11
35,7,17
158,1,12
9,11,16
57,1,12
108,0,12
154,3,16
156,14,16
7,11,18
10,6,13
19,11,13
52,3,20
100,0,17
95,13,19
121,12,20
67,10,11
37,0,11
36,1,12
102,12,14
158,3,18
115,8,15
109,10,19
150,5,15
21,8,20
16,14,15
18,2,16
6,13,10
1,13,11
33,11,12
44,14,12
12,6,13
103,4,15
59,12,13
131,13,16
117,10,13
65,8,19
13,13,19
107,13,17
100,14,14
151,0,11
66,11,10
112,3,14
0,12,19
69,0,15
64,1,13
0,2,13
81,3,15
36,14,19
20,14,11
21,4,10
142,3,14
148,5,16
151,2,17
30,6,14
29,10,19
15,7,15
5,13,17
83,13,14
28,7,18
58,1,11
136,4,18
100,2,14
107,3,18
159,0,14
159,14,11
41,14,10
23,5,12
121,10,16
121,8,14
159,2,10
154,7,16
8,7,17
136,13,18
133,2,13
31,1,12
21,2,18
133,6,18
75,1,12
149,6,19
84,6,19
5,1,13
30,1,16
20,1,19
