pid,did,pro_time
0,6,9
1,5,5
2,3,6
3,1,8
4,0,6
5,8,7
6,2,7
7,2,9
8,4,10
9,7,10
10,3,8
11,9,6
12,9,6
13,2,7
14,9,5
15,2,9
16,7,9
17,0,6
18,4,9
19,2,9
20,1,6
21,5,10
22,6,6
23,8,7
23,2,5
23,6,5
24,9,9
25,9,10
26,4,10
27,7,6
28,4,5
29,4,9
30,9,10
31,7,10
32,4,6
32,5,8
32,9,6
33,4,6
34,9,5
35,3,6
36,3,8
37,6,7
38,5,10
39,1,6
40,6,10
41,0,8
42,2,5
43,0,9
43,3,9
43,2,9
44,5,7
45,5,7
46,4,5
47,4,7
48,9,10
49,6,5
50,1,8
51,6,8
52,4,5
53,2,8
54,5,5
55,5,6
56,0,8
57,5,8
58,6,7
59,7,8
60,1,9
60,5,10
60,7,8
61,9,5
62,1,8
63,0,6
64,4,10
64,1,10
64,3,5
65,4,6
66,2,8
67,6,5
67,5,9
67,8,9
68,1,6
68,7,7
68,0,7
69,4,5
70,9,7
71,0,8
72,8,7
73,5,10
74,1,7
75,9,9
76,1,9
77,7,6
77,0,6
77,4,5
78,6,5
78,8,6
78,1,6
79,0,8
80,1,10
81,1,5
82,7,6
83,5,7
84,8,9
85,2,6
86,6,8
87,4,9
88,2,8
89,2,6
90,7,9
91,1,9
92,8,6
93,5,6
94,1,10
95,9,9
96,7,10
97,1,8
97,8,9
97,6,7
98,5,9
99,6,10
100,8,7
101,2,5
102,5,9
103,5,10
104,9,10
105,2,7
106,8,5
107,3,6
108,3,5
109,6,5
110,9,7
111,1,9
112,2,7
113,2,10
114,5,10
114,3,9
114,8,6
115,7,9
116,6,5
117,4,8
118,4,10
119,5,6
120,4,6
121,0,9
122,1,6
123,1,10
124,3,8
124,2,6
124,4,6
125,0,6
126,3,8
127,4,8
128,4,9
129,3,10
130,3,5
131,3,10
132,9,6
133,5,6
134,1,8
135,5,6
136,8,10
137,2,10
138,2,6
139,1,8
140,0,5
141,3,5
142,4,10
143,7,7
143,8,8
143,2,5
144,8,10
145,3,6
146,1,10
147,4,10
148,1,5
149,7,10
150,9,5
151,3,9
152,4,7
153,7,8
154,0,7
155,6,5
156,1,8
157,4,5
158,1,10
158,8,5
159,3,6
160,3,10
161,0,6
162,4,6
163,4,8
164,2,9
165,6,7
166,7,7
167,7,5
168,1,6
169,6,9
170,1,8
171,5,5
172,3,5
173,9,5
174,1,5
175,5,6
175,4,8
175,3,9
176,8,7
177,2,8
178,7,6
178,4,6
178,5,7
179,0,10
180,3,5
181,7,8
182,3,9
183,1,10
184,7,8
185,6,8
185,4,8
185,5,9
186,0,9
187,8,7
188,6,5
189,0,5
190,7,7
191,8,10
192,1,9
193,9,10
194,1,8
195,6,8
196,1,5
197,5,10
197,6,10
197,4,7
198,5,9
198,2,10
198,9,10
199,7,5
200,3,9
201,4,8
202,6,9
202,8,5
202,7,10
203,8,6
204,9,8
205,2,5
206,8,6
207,0,6
208,6,7
209,6,9
210,4,10
211,8,5
212,6,5
213,7,5
214,0,6
215,3,6
216,2,7
217,0,6
218,6,5
219,9,10
220,5,6
221,0,10
222,9,7
223,7,6
224,1,5
225,6,7
226,3,9
227,1,8
228,0,9
229,1,9
230,4,8
231,9,5
232,2,6
233,1,10
234,7,9
235,2,8
236,4,9
237,1,5
237,0,8
237,5,9
238,6,9
239,9,8
239,3,6
239,6,8
240,4,10
241,3,7
241,8,10
241,5,6
242,3,8
243,2,8
243,5,5
244,9,10
244,3,5
244,7,8
245,4,8
246,3,6
246,5,5
246,7,8
247,2,7
248,3,10
249,7,8
250,7,9
251,3,7
252,8,8
253,9,9
254,3,6
255,7,6
256,0,6
257,6,5
258,9,7
259,3,7
260,3,8
261,6,5
262,8,10
263,2,6
264,6,5
265,3,6
266,2,8
266,6,7
266,0,7
267,6,8
267,9,5
267,5,8
268,6,5
269,6,5
270,8,10
271,9,8
272,0,6
273,8,9
274,7,8
275,5,8
276,9,5
277,7,7
278,9,10
279,8,10
280,8,9
281,9,7
282,5,6
283,0,6
284,8,5
285,5,6
286,8,5
287,7,6
288,2,7
289,9,10
290,9,6
291,2,10
292,5,9
292,7,8
292,9,5
293,2,8
294,2,8
295,9,8
296,8,6
297,0,6
298,8,6
299,7,7
299,8,7
299,0,9
