pid,did,pro_time
56,1,17
96,6,18
163,1,20
172,9,19
112,2,17
138,11,20
28,3,12
194,2,10
92,8,15
87,12,15
32,2,13
170,11,11
12,8,12
17,1,14
114,0,11
25,2,11
89,4,20
9,3,14
177,9,11
63,0,10
34,7,18
83,9,15
178,0,19
77,7,17
23,13,17
145,9,12
41,5,19
190,14,11
4,2,20
165,7,12
105,13,16
92,12,18
107,14,17
143,13,17
128,7,11
182,13,12
174,3,10
183,8,18
51,0,10
118,1,11
79,3,14
65,1,17
36,11,15
195,12,14
132,4,19
43,1,20
136,13,13
182,11,12
54,12,15
70,11,11
43,7,10
168,8,15
74,4,17
33,5,16
185,8,14
111,4,19
184,6,20
101,6,14
20,2,16
108,14,11
193,2,12
41,13,14
181,4,14
120,14,12
46,3,20
62,9,17
20,6,13
64,7,14
47,14,20
153,2,11
14,5,16
148,6,15
159,12,20
72,3,11
61,14,10
160,11,19
142,3,19
127,11,10
21,4,10
159,2,18
16,5,18
152,13,13
5,4,18
133,2,18
140,5,15
7,10,16
134,10,13
77,8,10
128,12,15
15,11,17
27,3,16
18,11,20
161,7,18
40,1,12
11,3,10
113,10,14
128,8,10
172,6,17
119,0,11
135,8,17
189,11,17
156,7,19
125,9,17
144,9,17
80,8,20
106,12,16
179,6,16
99,13,12
73,4,15
43,12,19
150,8,11
147,0,15
186,8,11
58,5,12
92,11,18
171,11,13
71,11,18
146,9,11
192,9,14
180,3,17
199,4,12
130,6,13
129,4,14
13,7,15
24,9,17
169,14,10
167,4,12
176,3,18
133,8,14
133,7,17
149,8,16
156,0,13
196,9,18
30,14,19
167,14,18
53,6,11
124,10,11
97,0,11
93,12,18
86,4,14
45,13,18
158,1,20
77,3,16
65,12,14
57,13,12
197,9,13
6,14,10
100,5,19
175,8,20
81,2,19
154,1,16
126,3,14
94,5,15
66,1,17
44,0,17
42,4,15
131,1,12
31,2,13
164,14,10
109,4,17
65,3,17
90,13,19
52,1,12
155,13,18
139,6,11
116,8,20
39,14,15
191,6,13
19,4,20
103,11,18
144,7,11
104,1,14
192,5,19
78,10,12
50,5,12
198,0,14
88,14,18
76,5,16
0,6,12
29,11,12
157,13,12
141,13,13
115,9,10
20,4,13
95,6,14
30,9,12
82,1,10
188,12,10
22,10,15
108,1,14
121,10,20
166,13,17
98,13,17
162,0,15
3,11,15
1,10,17
37,1,12
48,14,10
122,14,11
102,7,16
159,10,18
91,7,14
85,6,14
42,7,19
151,2,15
49,2,12
157,12,13
110,0,16
108,5,18
182,10,11
2,3,14
152,9,14
26,10,14
10,2,20
172,14,12
42,0,20
41,10,15
187,7,10
69,6,20
110,2,18
57,12,18
156,12,13
30,5,19
60,0,18
110,10,16
152,10,12
162,8,16
162,12,16
84,7,14
137,3,20
117,5,15
68,5,10
143,5,18
38,6,14
67,9,19
157,0,10
