pid,did,pro_time
69,3,13
17,19,13
13,9,18
61,0,14
100,5,19
145,19,12
154,7,20
133,1,14
57,3,12
11,16,12
105,0,11
156,17,19
82,11,11
195,7,13
168,3,14
220,2,15
185,15,17
232,10,12
220,4,11
235,15,16
150,0,12
18,3,17
33,15,16
27,6,18
12,16,15
152,7,11
217,11,12
41,16,20
120,10,15
212,5,10
30,10,12
59,11,20
170,5,16
172,1,14
222,19,15
155,6,13
238,1,19
162,8,18
92,18,13
166,14,13
129,0,18
196,5,13
52,9,12
51,4,16
239,2,17
230,18,13
209,14,18
98,15,14
122,6,20
139,12,10
8,19,19
184,1,11
119,11,18
179,16,14
212,0,14
193,1,10
175,6,20
96,1,11
214,7,17
159,14,13
71,9,11
194,14,14
0,10,18
64,18,14
180,6,14
195,13,18
63,10,11
148,10,20
15,11,16
167,15,20
22,7,15
65,8,13
140,6,14
206,14,15
90,10,11
114,8,13
75,17,19
46,0,11
138,2,18
190,8,18
195,11,10
203,4,17
21,17,19
115,2,12
233,1,16
60,0,12
229,16,11
44,1,13
197,4,14
107,6,14
199,16,17
55,19,18
54,19,12
132,11,15
188,17,11
28,18,15
81,15,20
95,18,15
6,19,17
29,15,15
216,15,11
160,4,19
134,18,15
236,16,13
26,3,13
182,18,14
54,7,10
107,3,12
50,19,19
104,15,12
153,10,19
210,16,11
198,16,15
113,8,18
108,10,17
49,3,12
174,4,18
201,18,19
16,10,18
147,13,10
58,7,17
31,0,16
136,2,17
62,11,18
3,15,13
226,11,11
157,4,17
143,17,19
173,2,12
208,12,13
237,12,19
146,11,13
66,3,11
91,17,16
54,12,16
125,18,13
73,16,11
158,19,17
103,1,11
89,11,13
165,17,20
36,15,12
149,19,18
35,8,11
144,3,17
24,7,19
177,11,16
215,15,19
187,18,17
169,11,13
106,6,18
48,13,20
45,15,15
83,6,12
67,13,14
127,16,15
132,3,18
205,11,12
200,5,14
107,18,18
177,6,19
130,16,11
101,6,10
86,1,12
85,9,16
142,6,16
186,0,17
10,6,20
228,9,20
163,3,19
68,11,17
56,13,10
131,17,17
109,7,14
204,7,17
19,12,17
164,8,12
112,15,16
78,9,16
128,6,16
212,16,17
5,19,12
42,18,17
227,13,10
37,6,16
161,5,19
147,9,17
43,4,16
116,5,16
123,19,20
1,19,14
224,17,13
130,15,19
40,19,19
130,14,19
163,2,10
192,10,11
137,5,12
219,14,11
20,18,14
95,2,13
191,12,14
39,13,11
110,10,16
118,3,10
136,13,17
0,7,13
132,10,15
110,19,14
173,3,18
124,13,13
141,9,16
79,5,18
151,0,13
135,2,17
178,18,11
156,1,10
156,3,10
102,8,17
14,7,11
127,0,20
183,0,19
34,8,17
74,1,12
181,12,14
111,4,19
213,4,16
131,0,17
147,0,11
176,12,13
96,3,19
95,14,14
99,7,14
23,16,14
94,17,12
10,5,12
234,12,16
0,13,18
81,10,11
131,4,20
77,1,17
80,16,16
223,10,14
25,4,14
2,18,10
136,5,15
4,9,18
206,0,12
10,17,10
121,4,18
32,5,15
74,17,11
81,14,17
76,8,18
117,8,11
74,5,16
84,14,17
70,13,11
53,7,17
110,14,12
38,1,16
9,2,20
173,7,20
135,1,16
88,13,13
47,17,20
97,12,16
231,12,15
207,4,11
135,5,12
178,13,10
163,5,19
120,12,17
9,4,12
96,2,11
120,17,15
127,17,11
225,8,10
66,13,19
76,9,10
93,2,10
225,13,17
93,14,16
25,8,20
220,8,13
221,14,20
171,2,10
87,12,15
2,12,19
25,2,10
202,8,20
178,2,19
211,12,14
211,14,17
