pid,did,pro_time
18,4,19
29,8,13
55,2,20
30,3,14
35,4,14
91,4,18
119,6,10
20,2,13
85,4,15
107,0,12
16,9,10
65,4,15
70,1,10
74,7,20
23,3,17
15,1,17
53,3,13
0,8,12
82,8,16
97,9,17
58,5,17
24,0,15
83,8,13
31,3,19
13,5,15
28,6,13
39,4,10
102,9,17
42,0,17
75,1,12
50,3,13
10,3,13
71,5,15
3,1,14
95,0,16
9,9,10
111,9,16
21,8,13
89,8,10
43,0,12
106,5,15
10,8,18
52,5,20
33,6,20
108,6,18
56,1,14
44,9,10
67,6,10
41,0,19
77,1,18
105,1,11
113,9,19
51,0,15
40,9,18
36,6,17
38,1,13
74,8,12
22,5,19
114,4,18
101,2,17
104,0,17
73,9,14
69,4,19
109,1,12
67,5,15
34,0,11
118,2,20
37,3,19
88,0,19
62,5,16
10,2,15
13,9,17
38,9,18
116,8,14
73,4,14
61,1,15
19,0,19
110,1,20
5,1,10
8,7,18
91,1,15
54,5,15
25,0,18
19,2,13
6,7,19
81,8,14
1,2,16
99,8,17
4,4,18
76,7,14
84,3,16
98,6,16
43,8,13
47,9,11
57,8,17
48,2,13
12,4,12
49,7,20
26,6,11
78,9,18
14,1,18
72,9,15
13,6,13
92,0,19
19,1,10
94,3,11
48,8,12
112,6,18
59,6,16
86,0,18
2,7,11
66,6,19
103,5,13
93,9,20
17,8,15
74,9,18
91,7,17
64,8,13
66,3,20
11,1,12
79,6,18
115,3,14
38,5,11
46,2,19
37,6,11
73,5,11
45,4,12
48,0,17
7,3,16
90,6,11
108,7,15
68,4,16
63,3,17
117,7,12
100,0,12
43,5,19
32,4,14
68,5,20
66,4,19
68,6,18
60,5,13
100,5,12
67,3,15
26,2,15
24,7,15
100,2,13
37,7,11
26,3,15
27,2,14
96,3,13
27,7,19
87,7,17
