pid,did,pro_time
86,1,7
86,5,9
86,0,9
120,3,10
120,1,7
120,4,9
22,4,9
22,3,10
22,1,7
11,3,10
11,2,16
11,5,9
195,2,16
195,4,9
195,0,9
2,1,7
2,5,9
2,3,10
121,4,9
121,1,7
121,3,10
94,3,10
94,1,7
94,5,9
66,2,16
66,0,9
66,5,9
63,3,10
63,1,7
63,2,16
108,2,16
108,1,7
108,0,9
96,3,10
96,1,7
96,2,16
110,5,9
110,3,10
33,4,9
33,3,10
127,0,9
127,1,7
85,2,16
85,1,7
175,4,9
175,3,10
188,5,9
188,1,7
164,2,16
164,0,9
190,0,9
190,4,9
0,5,9
1,2,16
3,3,10
4,4,9
5,5,9
6,4,9
7,3,10
8,0,9
9,5,9
10,2,16
12,0,9
13,1,7
14,5,9
15,3,10
16,0,9
17,2,16
18,5,9
19,1,7
20,1,7
21,5,9
23,5,9
24,4,9
25,5,9
26,4,9
27,1,7
28,3,10
29,2,16
30,3,10
31,4,9
32,5,9
34,3,10
35,2,16
36,3,10
37,2,16
38,4,9
39,3,10
40,5,9
41,1,7
42,0,9
43,5,9
44,0,9
45,2,16
46,3,10
47,2,16
48,2,16
49,3,10
50,4,9
51,2,16
52,0,9
53,4,9
54,4,9
55,4,9
56,1,7
57,1,7
58,2,16
59,0,9
60,0,9
61,5,9
62,4,9
64,2,16
65,2,16
67,0,9
68,1,7
69,0,9
70,1,7
71,1,7
72,5,9
73,4,9
74,5,9
75,2,16
76,4,9
77,2,16
78,3,10
79,1,7
80,0,9
81,5,9
82,0,9
83,1,7
84,5,9
87,1,7
88,2,16
89,0,9
90,1,7
91,3,10
92,0,9
93,2,16
95,0,9
97,0,9
98,3,10
99,2,16
100,1,7
101,0,9
102,1,7
103,2,16
104,3,10
105,4,9
106,4,9
107,5,9
109,2,16
111,1,7
112,5,9
113,1,7
114,0,9
115,1,7
116,4,9
117,4,9
118,2,16
119,1,7
122,1,7
123,1,7
124,0,9
125,0,9
126,4,9
128,0,9
129,1,7
130,0,9
131,0,9
132,3,10
133,2,16
134,1,7
135,2,16
136,4,9
137,4,9
138,0,9
139,2,16
140,3,10
141,4,9
142,1,7
143,3,10
144,1,7
145,0,9
146,5,9
147,5,9
148,0,9
149,0,9
150,5,9
151,4,9
152,5,9
153,3,10
154,0,9
155,3,10
156,0,9
157,1,7
158,4,9
159,2,16
160,4,9
161,3,10
162,0,9
163,0,9
165,2,16
166,0,9
167,2,16
168,2,16
169,2,16
170,3,10
171,5,9
172,5,9
173,4,9
174,4,9
176,5,9
177,5,9
178,2,16
179,5,9
180,2,16
181,3,10
182,5,9
183,5,9
184,4,9
185,5,9
186,5,9
187,4,9
189,5,9
191,3,10
192,4,9
193,4,9
194,3,10
196,4,9
197,3,10
198,4,9
199,3,10
