pid,did,pro_time
279,8,8
279,4,8
279,5,8
228,2,8
228,6,6
228,9,10
182,3,6
182,4,6
182,0,8
181,0,9
181,8,5
181,5,9
67,0,7
67,4,10
67,7,7
176,1,6
176,2,10
176,8,10
288,5,9
288,7,5
288,9,9
232,0,8
232,3,6
232,1,7
101,8,8
101,2,8
101,0,6
255,9,10
255,4,5
255,8,9
118,8,10
118,7,6
118,6,10
230,5,10
230,4,5
230,7,6
226,2,10
226,1,8
226,7,6
175,7,8
175,2,5
175,8,6
256,5,6
256,6,10
256,2,6
39,2,5
39,1,10
39,7,9
297,1,8
297,7,9
297,5,9
245,0,5
245,4,10
245,6,10
166,0,7
166,3,7
166,2,6
194,8,6
194,0,7
194,9,5
275,6,8
275,5,5
275,9,5
241,5,7
241,9,7
6,8,9
6,1,6
48,7,6
48,5,8
140,3,5
140,2,5
38,8,7
38,0,10
183,7,8
183,0,10
195,0,5
195,4,5
71,4,9
71,5,5
16,6,9
16,2,9
0,2,10
1,2,6
2,4,9
3,5,10
4,3,9
5,9,9
7,8,8
8,8,8
9,8,10
10,8,6
11,7,6
12,5,5
13,3,6
14,3,7
15,2,10
17,7,8
18,7,9
19,1,10
20,7,9
21,1,7
22,2,9
23,5,8
24,9,5
25,5,7
26,8,5
27,4,8
28,9,9
29,8,6
30,0,9
31,4,6
32,9,6
33,8,5
34,0,6
35,6,10
36,3,7
37,4,7
40,4,7
41,5,5
42,8,5
43,3,8
44,2,9
45,2,8
46,7,8
47,2,9
49,9,6
50,7,8
51,3,8
52,9,8
53,1,7
54,4,10
55,4,8
56,6,10
57,3,5
58,4,7
59,2,8
60,5,9
61,6,6
62,0,6
63,5,8
64,2,8
65,3,10
66,0,10
68,6,7
69,3,6
70,5,8
72,0,6
73,7,7
74,0,5
75,6,6
76,6,6
77,2,8
78,3,6
79,9,9
80,0,8
81,7,10
82,1,9
83,9,10
84,3,5
85,9,9
86,2,8
87,2,8
88,9,9
89,1,9
90,8,5
91,3,6
92,7,9
93,2,7
94,4,10
95,8,10
96,0,10
97,7,10
98,0,8
99,8,7
100,7,6
102,4,8
103,2,8
104,2,9
105,7,5
106,9,6
107,9,6
108,0,5
109,2,6
110,6,7
111,7,9
112,6,9
113,9,9
114,5,6
115,5,7
116,0,7
117,4,9
119,5,9
120,5,10
121,8,9
122,7,7
123,4,7
124,6,5
125,9,5
126,7,8
127,8,9
128,8,5
129,4,10
130,4,8
131,5,9
132,8,7
133,2,7
134,9,9
135,7,7
136,0,7
137,7,6
138,4,5
139,6,6
141,5,6
142,8,8
143,0,9
144,5,6
145,4,6
146,9,7
147,0,7
148,4,8
149,7,8
150,3,6
151,1,10
152,8,10
153,9,8
154,6,6
155,6,9
156,6,6
157,6,5
158,9,8
159,9,9
160,7,7
161,6,9
162,0,9
163,9,6
164,4,5
165,5,8
167,2,8
168,3,7
169,6,9
170,6,8
171,4,6
172,1,7
173,8,8
174,9,7
177,0,8
178,0,5
179,0,10
180,0,8
184,6,5
185,9,9
186,8,9
187,4,10
188,5,9
189,9,7
190,1,7
191,7,6
192,5,6
193,5,7
196,4,6
197,2,8
198,9,9
199,8,8
200,8,9
201,6,5
202,9,10
203,3,10
204,9,7
205,1,9
206,1,5
207,7,7
208,9,6
209,5,7
210,8,7
211,1,7
212,3,8
213,5,5
214,9,9
215,7,10
216,9,7
217,4,10
218,0,9
219,8,8
220,5,10
221,9,10
222,0,5
223,8,7
224,0,5
225,6,7
227,1,10
229,4,7
231,5,10
233,0,5
234,0,9
235,7,10
236,3,7
237,4,5
238,7,9
239,7,5
240,6,5
242,8,10
243,5,5
244,1,7
246,3,8
247,2,9
248,8,9
249,7,6
250,3,6
251,0,8
252,5,6
253,1,7
254,1,7
257,4,8
258,1,5
259,3,6
260,4,7
261,5,6
262,1,9
263,1,9
264,6,9
265,2,6
266,2,5
267,3,9
268,6,7
269,4,8
270,4,8
271,3,7
272,1,5
273,2,9
274,1,9
276,2,7
277,3,5
278,3,10
280,3,7
281,2,5
282,6,7
283,3,5
284,3,7
285,6,6
286,3,10
287,2,6
289,3,5
290,6,6
291,1,9
292,3,9
293,1,8
294,1,9
295,6,8
296,6,6
298,3,6
299,3,6
