pid,did,pro_time
11,5,12
11,2,18
11,0,16
99,5,12
99,2,18
99,3,8
128,5,12
128,1,10
128,3,8
175,4,10
175,2,18
175,5,12
1,0,16
1,2,18
1,1,10
111,3,8
111,0,16
111,5,12
90,5,12
90,2,18
90,3,8
177,2,18
177,3,8
177,1,10
88,1,10
88,3,8
88,0,16
187,5,12
187,2,18
187,1,10
61,0,16
61,3,8
61,2,18
199,3,8
199,2,18
199,1,10
129,5,12
129,0,16
154,0,16
154,3,8
75,2,18
75,5,12
161,0,16
161,2,18
54,0,16
54,1,10
131,5,12
131,2,18
13,5,12
13,3,8
52,2,18
52,5,12
0,5,12
2,4,10
3,3,8
4,4,10
5,5,12
6,4,10
7,3,8
8,0,16
9,5,12
10,2,18
12,0,16
14,5,12
15,3,8
16,0,16
17,2,18
18,5,12
19,1,10
20,1,10
21,5,12
22,1,10
23,5,12
24,4,10
25,5,12
26,4,10
27,1,10
28,3,8
29,2,18
30,3,8
31,4,10
32,5,12
33,5,12
34,3,8
35,2,18
36,3,8
37,2,18
38,4,10
39,3,8
40,5,12
41,1,10
42,0,16
43,5,12
44,0,16
45,2,18
46,3,8
47,2,18
48,2,18
49,3,8
50,4,10
51,2,18
53,4,10
55,4,10
56,1,10
57,1,10
58,2,18
59,0,16
60,0,16
62,4,10
63,1,10
64,2,18
65,2,18
66,0,16
67,0,16
68,1,10
69,0,16
70,1,10
71,1,10
72,5,12
73,4,10
74,5,12
76,4,10
77,2,18
78,3,8
79,1,10
80,0,16
81,5,12
82,0,16
83,1,10
84,5,12
85,5,12
86,2,18
87,1,10
89,0,16
91,3,8
92,0,16
93,2,18
94,5,12
95,0,16
96,1,10
97,0,16
98,3,8
100,1,10
101,0,16
102,1,10
103,2,18
104,3,8
105,4,10
106,4,10
107,5,12
108,4,10
109,2,18
110,5,12
112,5,12
113,1,10
114,0,16
115,1,10
116,4,10
117,4,10
118,2,18
119,1,10
120,1,10
121,5,12
122,1,10
123,1,10
124,0,16
125,0,16
126,4,10
127,5,12
130,0,16
132,3,8
133,2,18
134,1,10
135,2,18
136,4,10
137,4,10
138,0,16
139,2,18
140,3,8
141,4,10
142,1,10
143,3,8
144,1,10
145,0,16
146,5,12
147,5,12
148,0,16
149,0,16
150,5,12
151,4,10
152,5,12
153,2,18
155,0,16
156,3,8
157,4,10
158,3,8
159,1,10
160,3,8
162,0,16
163,0,16
164,3,8
165,1,10
166,0,16
167,0,16
168,1,10
169,1,10
170,2,18
171,4,10
172,4,10
173,3,8
174,3,8
176,4,10
178,1,10
179,4,10
180,1,10
181,2,18
182,4,10
183,4,10
184,3,8
185,4,10
186,4,10
188,3,8
189,4,10
190,3,8
191,2,18
192,2,18
193,4,10
194,3,8
195,3,8
196,4,10
197,3,8
198,4,10
