pid,did,pro_time
283,8,9
283,0,9
283,6,9
46,7,5
46,0,7
46,1,5
261,2,6
261,7,8
261,5,6
199,8,5
199,1,9
199,9,5
8,8,7
8,6,5
8,9,10
90,8,5
90,1,7
90,0,6
158,9,10
158,7,10
158,6,6
63,5,6
63,9,8
63,3,7
266,3,5
266,9,6
266,5,9
10,8,9
10,2,10
10,5,6
55,4,9
55,0,6
55,2,6
224,1,6
224,0,5
224,6,7
58,4,6
58,2,5
58,6,8
34,0,8
34,9,6
34,8,9
210,8,8
210,3,7
210,0,8
184,6,9
184,9,10
184,2,6
281,2,7
281,3,10
281,1,7
156,6,8
156,4,6
156,8,7
246,3,9
246,8,8
246,5,5
31,4,5
31,1,7
31,3,7
213,5,5
213,8,7
213,6,10
291,3,7
291,4,6
291,0,8
104,2,5
104,7,6
104,6,10
22,2,6
22,1,7
22,9,8
38,8,7
38,0,10
38,7,7
87,2,7
87,4,7
87,7,8
32,9,7
32,1,5
32,2,9
50,7,9
50,8,8
242,8,8
242,9,9
42,8,6
42,1,7
0,2,8
1,2,7
2,4,8
3,5,10
4,3,5
5,9,6
6,8,8
7,8,10
9,8,8
11,7,10
12,5,9
13,3,7
14,3,6
15,2,8
16,6,5
17,7,6
18,7,10
19,1,6
20,7,7
21,1,9
23,5,6
24,9,10
25,5,9
26,8,6
27,4,6
28,9,8
29,8,5
30,0,10
33,8,6
35,6,6
36,3,7
37,4,5
39,2,5
40,4,6
41,5,5
43,3,9
44,2,5
45,2,10
47,2,10
48,7,5
49,9,7
51,3,7
52,9,6
53,1,9
54,4,6
56,6,8
57,3,8
59,2,7
60,5,6
61,6,5
62,0,5
64,2,5
65,3,5
66,0,9
67,0,7
68,6,6
69,3,6
70,5,8
71,4,9
72,0,7
73,7,6
74,0,5
75,6,7
76,6,10
77,2,7
78,3,5
79,9,7
80,0,7
81,7,7
82,1,5
83,9,6
84,3,5
85,9,5
86,2,8
88,9,9
89,1,6
91,3,9
92,7,7
93,2,10
94,4,8
95,8,6
96,0,7
97,7,9
98,0,6
99,8,7
100,7,6
101,8,7
102,4,10
103,2,9
105,7,9
106,9,7
107,9,7
108,0,8
109,2,7
110,6,9
111,7,10
112,6,6
113,9,7
114,5,7
115,5,8
116,0,5
117,4,7
118,8,5
119,5,6
120,5,10
121,8,8
122,7,7
123,4,8
124,6,10
125,9,6
126,7,9
127,8,10
128,8,8
129,4,8
130,4,5
131,5,10
132,8,6
133,2,9
134,9,8
135,7,7
136,0,8
137,7,6
138,4,9
139,6,8
140,3,6
141,5,9
142,8,9
143,0,9
144,5,9
145,4,8
146,9,5
147,0,8
148,4,9
149,7,8
150,3,5
151,1,9
152,8,8
153,9,6
154,6,10
155,6,10
157,6,8
159,9,6
160,7,7
161,6,8
162,0,6
163,9,8
164,4,9
165,5,9
166,0,9
167,2,6
168,3,10
169,6,10
170,6,7
171,4,7
172,1,9
173,8,10
174,9,6
175,7,7
176,1,6
177,0,9
178,0,8
179,0,7
180,0,9
181,0,9
182,3,6
183,7,5
185,9,6
186,8,7
187,4,5
188,5,8
189,9,5
190,1,8
191,7,9
192,5,6
193,5,8
194,8,6
195,0,6
196,4,9
197,2,9
198,9,10
200,8,7
201,6,9
202,9,8
203,3,7
204,9,8
205,1,9
206,1,9
207,7,7
208,9,8
209,5,7
211,1,10
212,3,7
214,9,10
215,8,6
216,8,7
217,6,9
218,2,6
219,6,9
220,1,9
221,0,7
222,7,7
223,7,6
225,5,5
226,6,6
227,5,6
228,2,5
229,2,8
230,5,7
231,5,8
232,0,9
233,0,9
234,7,7
235,5,7
236,3,6
237,6,7
238,0,10
239,2,8
240,0,6
241,2,7
243,5,7
244,6,7
245,1,5
247,7,7
248,1,6
249,7,6
250,4,7
251,1,8
252,5,5
253,1,9
254,1,10
255,1,9
256,4,7
257,4,10
258,1,5
259,3,7
260,5,7
262,5,7
263,5,7
264,3,7
265,5,5
267,3,6
268,7,10
269,7,7
270,4,8
271,3,10
272,1,9
273,1,6
274,1,8
275,1,6
276,4,6
277,2,5
278,6,5
279,4,6
280,6,9
282,4,6
284,3,5
285,6,8
286,4,7
287,2,6
288,6,8
289,2,10
290,3,8
292,2,5
293,1,7
294,1,10
295,4,8
296,4,5
297,3,5
298,3,8
299,3,5
