pid,did,pro_time
119,5,7
119,4,9
119,1,11
77,4,9
77,2,8
77,1,11
148,1,11
148,3,16
148,4,9
149,3,16
149,5,7
149,1,11
154,2,8
154,3,16
154,0,20
151,3,16
151,4,9
151,0,20
122,3,16
122,0,20
122,2,8
6,5,7
6,2,8
6,0,20
28,2,8
28,4,9
28,5,7
71,3,16
71,5,7
71,4,9
188,0,20
188,5,7
188,3,16
34,3,16
34,0,20
34,1,11
95,0,20
95,1,11
37,0,20
37,5,7
55,4,9
55,1,11
114,5,7
114,3,16
74,3,16
74,0,20
68,4,9
68,2,8
127,5,7
127,2,8
162,4,9
162,5,7
0,5,7
1,2,8
2,4,9
3,3,16
4,4,9
5,5,7
7,3,16
8,0,20
9,5,7
10,2,8
11,4,9
12,0,20
13,1,11
14,5,7
15,3,16
16,0,20
17,2,8
18,5,7
19,1,11
20,1,11
21,5,7
22,1,11
23,5,7
24,4,9
25,5,7
26,4,9
27,1,11
29,2,8
30,3,16
31,4,9
32,5,7
33,5,7
35,2,8
36,3,16
38,4,9
39,3,16
40,5,7
41,1,11
42,0,20
43,5,7
44,0,20
45,2,8
46,3,16
47,2,8
48,2,8
49,3,16
50,4,9
51,2,8
52,0,20
53,4,9
54,4,9
56,1,11
57,1,11
58,2,8
59,0,20
60,0,20
61,5,7
62,4,9
63,1,11
64,2,8
65,2,8
66,0,20
67,0,20
69,0,20
70,1,11
72,5,7
73,4,9
75,2,8
76,4,9
78,3,16
79,1,11
80,0,20
81,5,7
82,0,20
83,1,11
84,5,7
85,5,7
86,2,8
87,1,11
88,2,8
89,0,20
90,1,11
91,3,16
92,0,20
93,2,8
94,5,7
96,1,11
97,0,20
98,3,16
99,2,8
100,1,11
101,0,20
102,1,11
103,2,8
104,3,16
105,4,9
106,4,9
107,5,7
108,4,9
109,2,8
110,5,7
111,1,11
112,5,7
113,1,11
115,1,11
116,4,9
117,4,9
118,2,8
120,1,11
121,5,7
123,1,11
124,0,20
125,0,20
126,4,9
128,0,20
129,1,11
130,0,20
131,0,20
132,3,16
133,2,8
134,1,11
135,2,8
136,4,9
137,4,9
138,0,20
139,2,8
140,3,16
141,4,9
142,1,11
143,3,16
144,1,11
145,0,20
146,5,7
147,5,7
150,5,7
152,5,7
153,3,16
155,3,16
156,0,20
157,1,11
158,3,16
159,2,8
160,4,9
161,2,8
163,4,9
164,3,16
165,1,11
166,0,20
167,4,9
168,0,20
169,2,8
170,1,11
171,3,16
172,0,20
173,2,8
174,1,11
175,0,20
176,1,11
177,3,16
178,1,11
179,5,7
180,0,20
181,2,8
182,2,8
183,4,9
184,3,16
185,4,9
186,4,9
187,3,16
189,4,9
190,5,7
191,5,7
192,2,8
193,3,16
194,4,9
195,2,8
196,3,16
197,2,8
198,3,16
199,3,16
