pid,did,pro_time
84,2,10
84,3,16
84,5,16
60,0,13
60,2,10
60,5,16
54,2,10
54,4,17
54,1,14
109,2,10
109,4,17
109,0,13
156,2,10
156,1,14
156,0,13
140,3,16
140,5,16
140,0,13
39,0,13
39,1,14
39,5,16
116,1,14
116,0,13
116,5,16
123,2,10
123,3,16
123,0,13
53,5,16
53,0,13
53,1,14
103,2,10
103,0,13
103,5,16
101,5,16
101,0,13
101,4,17
3,0,13
3,1,14
2,2,10
2,0,13
197,3,16
197,2,10
165,1,14
165,5,16
41,5,16
41,1,14
168,3,16
168,5,16
198,0,13
198,3,16
154,5,16
154,1,14
0,5,16
1,2,10
4,4,17
5,5,16
6,4,17
7,3,16
8,0,13
9,5,16
10,2,10
11,4,17
12,0,13
13,1,14
14,5,16
15,3,16
16,0,13
17,2,10
18,5,16
19,1,14
20,1,14
21,5,16
22,1,14
23,5,16
24,4,17
25,5,16
26,4,17
27,1,14
28,3,16
29,2,10
30,3,16
31,4,17
32,5,16
33,5,16
34,3,16
35,2,10
36,3,16
37,2,10
38,4,17
40,5,16
42,0,13
43,5,16
44,0,13
45,2,10
46,3,16
47,2,10
48,2,10
49,3,16
50,4,17
51,2,10
52,0,13
55,4,17
56,1,14
57,1,14
58,2,10
59,0,13
61,5,16
62,4,17
63,1,14
64,2,10
65,2,10
66,0,13
67,0,13
68,1,14
69,0,13
70,1,14
71,1,14
72,5,16
73,4,17
74,5,16
75,2,10
76,4,17
77,2,10
78,3,16
79,1,14
80,0,13
81,5,16
82,0,13
83,1,14
85,5,16
86,2,10
87,1,14
88,2,10
89,0,13
90,1,14
91,3,16
92,0,13
93,2,10
94,5,16
95,0,13
96,1,14
97,0,13
98,3,16
99,2,10
100,1,14
102,1,14
104,3,16
105,4,17
106,4,17
107,5,16
108,4,17
110,5,16
111,1,14
112,5,16
113,1,14
114,0,13
115,1,14
117,4,17
118,2,10
119,1,14
120,1,14
121,5,16
122,1,14
124,0,13
125,0,13
126,4,17
127,5,16
128,0,13
129,1,14
130,0,13
131,0,13
132,3,16
133,2,10
134,1,14
135,2,10
136,4,17
137,4,17
138,0,13
139,2,10
141,4,17
142,1,14
143,3,16
144,1,14
145,0,13
146,5,16
147,5,16
148,0,13
149,0,13
150,4,17
151,5,16
152,1,14
153,3,16
155,1,14
157,5,16
158,4,17
159,3,16
160,3,16
161,2,10
162,2,10
163,4,17
164,3,16
166,2,10
167,4,17
169,2,10
170,2,10
171,4,17
172,2,10
173,4,17
174,2,10
175,4,17
176,4,17
177,3,16
178,4,17
179,3,16
180,3,16
181,3,16
182,3,16
183,3,16
184,4,17
185,4,17
186,3,16
187,3,16
188,4,17
189,3,16
190,4,17
191,3,16
192,4,17
193,4,17
194,3,16
195,3,16
196,4,17
199,3,16
