pid,did,pro_time
2,1,6
2,0,8
2,14,8
579,20,6
579,7,6
579,22,5
473,17,9
473,29,9
473,7,6
648,16,5
648,11,5
648,17,7
572,6,10
572,2,5
572,9,8
309,6,7
309,15,7
309,14,9
875,8,7
875,22,6
875,27,7
36,28,9
36,15,7
36,10,10
609,4,6
609,28,10
609,29,10
336,29,10
336,12,5
336,11,10
893,9,5
893,7,10
893,27,9
773,28,6
773,12,7
773,18,7
357,29,9
357,19,6
357,24,10
533,6,10
533,11,6
533,9,7
263,20,5
263,9,6
263,13,8
201,12,7
201,6,10
201,22,6
851,22,6
851,25,7
851,24,7
301,29,10
301,10,8
301,25,5
69,21,5
69,14,8
69,24,5
51,24,7
51,8,7
51,2,6
149,27,6
149,16,6
149,12,10
865,1,10
865,23,7
865,13,8
790,14,7
790,22,9
790,27,9
653,1,5
653,7,10
653,23,9
97,11,8
97,2,7
97,22,10
173,6,7
173,22,8
173,16,7
547,13,7
547,24,5
547,9,5
308,29,5
308,28,6
308,25,8
355,4,7
355,10,9
355,0,7
123,7,6
123,29,8
123,5,7
380,21,6
380,11,8
380,8,5
856,0,9
856,13,8
856,3,10
706,11,5
706,17,8
706,2,7
549,27,6
549,16,9
549,17,8
145,14,5
145,3,8
145,4,6
835,25,9
835,28,9
835,5,5
499,16,7
499,8,10
499,11,6
5,11,8
5,29,10
5,23,9
472,12,10
472,25,5
472,17,7
578,26,7
578,24,9
578,12,8
232,7,7
232,0,10
232,22,8
287,3,5
287,0,5
287,29,5
111,21,5
111,14,9
111,3,6
852,2,8
852,3,5
852,0,6
85,21,5
85,29,6
85,18,9
514,19,8
514,11,7
514,8,10
397,22,7
397,16,10
397,17,9
834,12,10
834,16,10
834,26,9
358,0,10
358,16,10
358,17,8
413,8,9
413,25,7
171,6,5
171,4,6
468,29,9
468,19,10
410,20,6
410,16,7
702,5,7
702,14,10
194,19,7
194,9,8
96,18,5
96,16,7
202,2,10
202,10,5
369,0,10
369,5,5
876,21,9
876,26,9
825,10,6
825,29,10
839,20,5
839,23,10
274,29,8
274,11,8
548,15,9
548,26,5
347,1,9
347,18,6
242,25,6
242,18,7
25,19,8
25,11,8
54,10,9
54,28,5
573,10,6
573,25,8
354,4,5
354,10,5
234,10,5
234,18,8
681,27,5
681,14,5
744,8,7
744,18,10
867,15,8
867,29,7
290,14,6
290,16,5
782,17,9
782,12,6
352,27,7
352,29,5
112,2,7
112,21,8
598,13,7
598,19,10
629,7,10
629,6,9
530,25,8
530,21,7
249,28,10
249,25,9
862,18,10
862,13,10
607,27,9
607,4,8
272,5,7
272,27,9
456,17,7
456,12,8
575,3,8
575,6,8
645,20,5
645,28,9
628,26,5
628,10,10
717,21,5
717,0,5
560,28,10
560,29,8
0,2,7
1,17,7
3,15,9
4,11,5
6,0,10
7,2,8
8,25,10
9,9,8
10,20,8
11,15,10
12,7,8
13,22,10
14,2,7
15,16,9
16,6,7
17,0,7
18,12,9
19,13,8
20,13,7
21,5,9
22,26,8
23,16,5
24,10,10
26,26,9
27,29,5
28,9,5
29,16,8
30,15,7
31,8,8
32,0,6
33,29,9
34,19,10
35,16,9
37,9,10
38,5,9
39,24,8
40,2,9
41,11,10
42,27,9
43,25,8
44,23,10
45,16,6
46,1,10
47,15,9
48,26,6
49,14,7
50,17,8
52,20,10
53,28,10
55,4,10
56,13,10
57,18,10
58,11,7
59,8,5
60,20,10
61,14,8
62,2,6
63,4,5
64,25,6
65,17,8
66,8,5
67,0,7
68,19,8
70,11,7
71,12,6
72,22,9
73,0,6
74,21,6
75,15,7
76,9,6
77,2,10
78,18,9
79,22,10
80,14,6
81,6,10
82,24,7
83,12,10
84,28,7
86,11,10
87,12,9
88,27,7
89,27,6
90,17,8
91,0,7
92,27,9
93,18,8
94,21,6
95,20,6
98,5,10
99,23,6
100,9,9
101,20,6
102,25,7
103,28,7
104,27,7
105,23,6
106,23,7
107,22,7
108,26,9
109,20,7
110,12,5
113,19,6
114,21,8
115,24,7
116,15,9
117,3,6
118,7,8
119,5,7
120,11,5
121,25,5
122,18,7
124,5,8
125,25,6
126,22,9
127,8,10
128,7,7
129,15,10
130,3,9
131,8,8
132,7,5
133,5,8
134,4,10
135,28,7
136,3,7
137,2,8
138,12,6
139,9,10
140,21,5
141,10,5
142,10,9
143,20,10
144,20,9
146,16,6
147,2,7
148,24,7
150,6,10
151,1,5
152,8,8
153,23,6
154,14,10
155,7,7
156,8,5
157,22,5
158,23,7
159,18,10
160,25,9
161,5,8
162,24,10
163,20,9
164,15,5
165,24,8
166,3,8
167,2,5
168,22,10
169,6,10
170,22,6
172,5,6
174,2,7
175,28,8
176,19,8
177,11,8
178,21,8
179,20,5
180,20,7
181,5,9
182,20,7
183,4,7
184,29,8
185,23,7
186,15,7
187,13,6
188,15,5
189,25,5
190,25,10
191,25,9
192,13,5
193,7,6
195,2,9
196,27,10
197,20,6
198,22,5
199,17,7
200,24,7
203,3,7
204,25,9
205,11,10
206,29,8
207,26,8
208,3,10
209,19,6
210,15,5
211,27,7
212,17,6
213,5,10
214,14,7
215,3,9
216,9,5
217,2,8
218,29,6
219,20,10
220,1,9
221,17,7
222,20,6
223,18,9
224,0,5
225,1,9
226,4,10
227,22,5
228,4,5
229,9,6
230,17,10
231,21,7
233,23,5
235,22,5
236,21,7
237,11,7
238,18,8
239,28,5
240,1,6
241,1,8
243,21,6
244,4,9
245,26,8
246,28,9
247,26,9
248,3,7
250,20,6
251,26,10
252,20,9
253,12,9
254,24,5
255,13,8
256,17,7
257,27,10
258,18,5
259,3,6
260,19,5
261,14,6
262,5,5
264,27,6
265,23,10
266,1,6
267,18,6
268,12,8
269,17,9
270,25,7
271,20,9
273,13,5
275,19,10
276,7,8
277,23,9
278,23,8
279,16,5
280,6,5
281,18,9
282,7,10
283,29,10
284,1,6
285,26,9
286,28,7
288,6,10
289,7,9
291,28,9
292,6,10
293,3,8
294,24,10
295,1,5
296,2,9
297,29,9
298,26,5
299,25,7
300,6,7
302,22,8
303,17,5
304,12,10
305,21,9
306,4,10
307,3,6
310,24,6
311,7,5
312,17,10
313,6,9
314,23,10
315,21,7
316,10,6
317,24,10
318,13,5
319,21,7
320,21,7
321,18,7
322,29,8
323,17,6
324,28,7
325,16,7
326,7,10
327,2,6
328,0,5
329,24,6
330,3,7
331,4,7
332,26,9
333,21,5
334,20,7
335,15,5
337,14,10
338,2,10
339,3,6
340,14,5
341,18,10
342,10,8
343,5,9
344,19,5
345,26,7
346,29,8
348,25,10
349,21,7
350,28,6
351,28,8
353,15,9
356,25,10
359,19,9
360,13,8
361,1,10
362,28,8
363,4,6
364,10,5
365,27,9
366,13,7
367,4,7
368,15,5
370,4,10
371,27,9
372,3,5
373,7,10
374,9,5
