pid,did,pro_time
298,15,5
298,4,10
298,17,5
81,2,9
81,7,8
81,16,7
100,9,5
100,22,8
100,13,10
262,1,5
262,4,5
262,24,9
266,15,9
266,20,9
266,16,10
42,8,9
42,16,9
42,0,8
402,4,8
402,14,10
402,19,5
154,17,8
154,22,10
154,12,5
636,13,10
636,3,9
636,1,6
558,11,6
558,24,9
558,22,7
253,0,10
253,10,10
253,3,8
333,0,9
333,6,5
333,1,7
567,23,7
567,0,5
567,6,7
332,20,5
332,13,7
332,9,10
530,24,8
530,9,7
530,23,7
704,24,8
704,18,9
704,9,8
554,14,9
554,5,5
554,8,5
722,3,7
722,11,9
722,1,7
591,22,7
591,0,9
591,19,8
412,15,5
412,14,8
412,13,10
209,18,6
209,14,7
209,21,7
248,15,8
248,0,5
248,13,9
557,14,7
557,5,5
557,6,5
461,19,10
461,7,9
461,23,5
365,22,6
365,17,10
365,23,6
238,18,5
238,20,5
238,0,6
560,20,5
560,3,8
560,17,7
744,10,7
744,14,5
744,15,5
454,20,10
454,8,9
454,10,8
223,9,8
223,24,5
223,16,7
250,6,10
250,15,9
250,7,8
633,23,6
633,5,10
633,18,10
127,15,10
127,14,7
127,6,10
316,3,5
316,5,10
316,19,5
76,11,8
76,14,5
76,9,9
99,10,6
99,17,8
99,12,6
273,4,5
273,14,6
273,1,6
363,4,5
363,18,7
363,8,6
280,6,9
280,10,10
280,8,9
438,15,7
438,2,9
438,6,5
743,16,10
743,14,7
743,9,6
673,14,7
673,17,6
673,7,9
215,8,9
215,12,5
215,18,9
645,7,6
645,9,10
645,16,5
509,11,7
509,5,5
509,8,5
538,14,7
538,12,8
538,5,5
21,1,7
21,18,10
21,13,9
387,4,6
387,22,6
387,5,6
537,8,10
537,4,6
537,19,9
0,5,7
0,2,7
0,19,9
693,8,6
693,22,10
35,13,10
35,6,6
715,5,5
715,13,9
152,23,7
152,14,5
268,13,6
268,23,6
73,20,5
73,0,8
476,19,10
476,4,5
695,17,10
695,8,6
691,14,5
691,19,6
105,12,9
105,10,9
660,11,9
660,22,5
63,15,9
63,4,8
