pid,did,pro_time
112,4,11
112,0,14
112,3,15
29,1,18
29,5,16
29,2,14
182,4,11
182,5,16
182,0,14
199,3,15
199,4,11
199,2,14
193,3,15
193,2,14
193,4,11
85,0,14
85,2,14
85,5,16
10,5,16
10,3,15
10,4,11
54,4,11
54,0,14
54,3,15
115,0,14
115,1,18
115,3,15
35,2,14
35,4,11
35,5,16
12,1,18
12,2,14
12,3,15
92,5,16
92,2,14
92,1,18
22,0,14
22,5,16
2,1,18
2,5,16
57,3,15
57,1,18
195,4,11
195,2,14
181,4,11
181,2,14
160,3,15
160,5,16
90,3,15
90,0,14
26,2,14
26,3,15
0,5,16
1,2,14
3,3,15
4,4,11
5,5,16
6,4,11
7,3,15
8,0,14
9,5,16
11,4,11
13,1,18
14,5,16
15,3,15
16,0,14
17,2,14
18,5,16
19,1,18
20,1,18
21,5,16
23,5,16
24,4,11
25,5,16
27,1,18
28,3,15
30,3,15
31,4,11
32,5,16
33,5,16
34,3,15
36,3,15
37,2,14
38,4,11
39,3,15
40,5,16
41,1,18
42,0,14
43,5,16
44,0,14
45,2,14
46,3,15
47,2,14
48,2,14
49,3,15
50,4,11
51,2,14
52,0,14
53,4,11
55,4,11
56,1,18
58,2,14
59,0,14
60,0,14
61,5,16
62,4,11
63,1,18
64,2,14
65,2,14
66,0,14
67,0,14
68,1,18
69,0,14
70,1,18
71,1,18
72,5,16
73,4,11
74,5,16
75,2,14
76,4,11
77,2,14
78,3,15
79,1,18
80,0,14
81,5,16
82,0,14
83,1,18
84,5,16
86,2,14
87,1,18
88,2,14
89,0,14
91,3,15
93,2,14
94,5,16
95,0,14
96,1,18
97,0,14
98,3,15
99,2,14
100,1,18
101,0,14
102,1,18
103,2,14
104,3,15
105,4,11
106,4,11
107,5,16
108,4,11
109,2,14
110,5,16
111,1,18
113,1,18
114,0,14
116,4,11
117,4,11
118,2,14
119,1,18
120,1,18
121,5,16
122,1,18
123,1,18
124,0,14
125,0,14
126,4,11
127,5,16
128,0,14
129,1,18
130,0,14
131,0,14
132,3,15
133,2,14
134,1,18
135,2,14
136,4,11
137,4,11
138,0,14
139,2,14
140,3,15
141,4,11
142,1,18
143,3,15
144,1,18
145,0,14
146,5,16
147,5,16
148,0,14
149,0,14
150,5,16
151,4,11
152,5,16
153,3,15
154,0,14
155,3,15
156,0,14
157,1,18
158,3,15
159,2,14
161,2,14
162,4,11
163,4,11
164,3,15
165,1,18
166,0,14
167,4,11
168,0,14
169,2,14
170,1,18
171,3,15
172,0,14
173,2,14
174,1,18
175,0,14
176,3,15
177,5,16
178,2,14
179,5,16
180,1,18
183,3,15
184,3,15
185,5,16
186,3,15
187,1,18
188,1,18
189,4,11
190,5,16
191,2,14
192,2,14
194,3,15
196,4,11
197,3,15
198,4,11
