pid,did,pro_time
856,0,9
856,13,6
856,3,7
85,21,6
85,29,9
85,18,10
450,19,9
450,18,6
450,29,6
254,24,8
254,23,6
254,22,10
594,6,10
594,13,7
594,25,9
390,26,5
390,11,5
390,22,9
343,5,10
343,15,5
343,19,6
50,17,7
50,8,10
50,28,9
340,14,9
340,7,6
340,22,8
493,19,6
493,22,6
493,10,7
395,9,9
395,28,10
395,17,8
251,26,5
251,8,8
251,6,7
625,25,9
625,15,8
625,3,7
869,21,6
869,8,8
869,18,6
545,28,9
545,17,9
545,26,7
515,18,7
515,24,10
515,25,9
34,19,6
34,12,8
34,8,9
4,11,7
4,21,10
4,28,6
59,8,9
59,26,6
59,14,6
83,12,10
83,15,6
83,22,8
231,21,6
231,8,9
231,24,10
189,25,5
189,22,6
189,29,6
845,28,6
845,22,8
845,9,10
491,11,7
491,26,5
491,4,7
284,1,6
284,24,10
284,14,10
35,16,8
35,4,8
35,14,9
213,5,6
213,27,10
213,16,5
310,24,8
310,18,8
310,20,8
382,21,10
382,28,5
382,13,7
617,11,6
617,25,8
617,23,8
6,0,5
6,28,8
6,27,10
278,23,7
278,22,10
278,13,7
820,16,7
820,14,6
820,21,10
51,24,9
51,8,8
51,2,10
115,24,6
115,10,10
115,11,9
393,17,6
393,5,5
393,0,6
273,13,6
273,18,5
273,21,6
744,8,5
744,18,8
744,17,9
792,21,6
792,12,7
792,25,9
774,6,6
774,27,8
774,25,7
812,20,7
812,27,7
812,12,10
455,23,6
455,15,10
455,17,10
544,13,8
544,26,6
544,1,6
24,10,6
24,12,5
24,26,6
850,1,7
850,3,7
850,17,6
203,3,7
203,23,6
203,19,9
838,12,8
838,28,5
838,18,5
860,0,8
860,16,7
860,8,10
15,16,9
15,14,6
15,27,10
56,13,5
56,20,5
56,7,9
890,27,10
890,15,10
890,4,10
514,19,8
514,11,5
166,3,7
166,13,8
559,19,10
559,18,9
297,29,8
297,2,9
19,13,8
19,3,6
539,2,6
539,14,6
745,11,6
745,7,8
375,5,5
375,27,9
583,17,10
583,18,8
775,8,7
775,13,9
44,23,6
44,21,5
725,24,9
725,1,7
740,19,5
740,17,8
206,29,10
206,16,5
159,18,7
159,4,6
796,7,5
796,8,9
549,27,5
549,16,10
803,12,10
803,5,8
239,28,5
239,25,6
421,22,10
421,7,10
754,17,5
754,23,10
436,2,10
436,4,6
698,7,8
698,1,8
842,26,7
842,18,7
290,14,8
290,16,9
296,2,9
296,5,10
177,11,6
177,2,10
462,22,5
462,27,9
599,1,6
599,6,9
663,10,9
663,29,8
864,3,5
864,17,10
386,3,9
386,2,8
729,9,8
729,18,10
30,15,5
30,28,6
335,15,9
335,22,9
389,16,5
389,17,6
565,29,10
565,17,10
474,21,9
474,4,8
458,22,8
458,7,8
0,2,6
1,17,10
2,1,6
3,15,10
5,11,6
7,2,7
8,25,8
9,9,7
10,20,5
11,15,9
12,7,10
13,22,9
14,2,9
16,6,10
17,0,10
18,12,7
20,13,9
21,5,7
22,26,10
23,16,7
25,19,6
26,26,5
27,29,9
28,9,8
29,16,10
31,8,10
32,0,10
33,29,9
36,28,9
37,9,10
38,5,7
39,24,8
40,2,6
41,11,7
42,27,9
43,25,9
45,16,8
46,1,10
47,15,6
48,26,10
49,14,6
52,20,6
53,28,9
54,10,7
55,4,6
57,18,8
58,11,8
60,20,10
61,14,6
62,2,8
63,4,7
64,25,8
65,17,7
66,8,7
67,0,10
68,19,5
69,21,6
70,11,9
71,12,9
72,22,5
73,0,7
74,21,10
75,15,5
76,9,5
77,2,5
78,18,6
79,22,9
80,14,10
81,6,7
82,24,8
84,28,9
86,11,9
87,12,9
88,27,6
89,27,7
90,17,9
91,0,10
92,27,10
93,18,9
94,21,5
95,20,9
96,18,8
97,11,7
98,5,7
99,23,7
100,9,8
101,20,8
102,25,10
103,28,7
104,27,5
105,23,6
106,23,8
107,22,5
108,26,5
109,20,8
110,12,8
111,21,6
112,2,5
113,19,5
114,21,6
116,15,7
117,3,7
118,7,7
119,5,7
120,11,7
121,25,9
122,18,8
123,7,5
124,5,5
125,25,5
126,22,10
127,8,7
128,7,8
129,15,6
130,3,6
131,8,5
132,7,10
133,5,7
134,4,9
135,28,5
136,3,8
137,2,10
138,12,8
139,9,6
140,21,9
141,10,8
142,10,7
143,20,10
144,20,10
145,14,6
146,16,9
147,2,8
148,24,6
149,27,8
150,6,7
151,1,6
152,8,7
153,23,7
154,14,8
155,7,8
156,8,5
157,22,7
158,23,10
160,25,6
161,5,7
162,24,6
163,20,8
164,15,7
165,24,9
167,2,6
168,22,5
169,6,10
170,22,6
171,6,7
172,5,7
173,6,7
174,2,8
175,28,5
176,19,5
178,21,10
179,20,9
180,20,7
181,5,9
182,20,5
183,4,9
184,29,5
185,23,9
186,15,8
187,13,6
188,15,7
190,25,9
191,25,6
192,13,10
193,7,8
194,19,6
195,2,5
196,27,8
197,20,7
198,22,5
199,17,7
200,24,6
201,12,10
202,2,6
204,25,7
205,11,7
207,26,6
208,3,8
209,19,7
210,15,9
211,27,8
212,17,8
214,14,8
215,3,9
216,9,9
217,2,5
218,29,8
219,20,5
220,1,7
221,17,9
222,20,8
223,18,8
224,0,10
225,1,6
226,4,8
227,22,8
228,4,9
229,9,6
230,17,5
232,7,5
233,23,5
234,10,6
235,22,8
236,21,5
237,11,10
238,18,10
240,1,8
241,1,6
242,25,9
243,21,5
