pid,did,pro_time
54,4,8
54,0,7
54,1,5
116,4,8
116,1,10
116,2,7
135,2,5
135,1,7
135,0,9
147,2,9
147,4,6
147,1,8
103,2,5
103,0,6
103,4,7
91,1,8
91,0,10
91,3,10
66,3,7
66,1,10
66,2,5
95,4,8
95,0,7
95,2,10
96,1,8
96,0,7
96,3,10
73,1,6
73,0,7
73,3,7
112,1,6
112,2,6
112,0,5
64,1,6
64,0,7
64,3,5
121,4,6
121,3,10
121,0,5
30,3,5
30,1,8
30,2,7
83,4,6
83,1,5
83,0,9
0,2,5
1,2,6
2,2,6
3,3,10
4,0,9
5,4,9
6,3,9
7,0,5
8,4,6
9,3,9
10,2,5
11,2,10
12,0,10
13,1,7
14,1,8
15,2,6
16,0,7
17,4,10
18,4,7
19,1,10
20,1,10
21,4,8
22,1,7
23,4,8
24,4,7
25,0,6
26,4,5
27,2,7
28,2,6
29,2,9
31,1,7
32,4,5
33,1,6
34,0,7
35,2,10
36,3,6
37,2,9
38,0,6
39,2,9
40,2,9
41,1,5
42,1,5
43,3,9
44,0,8
45,1,9
46,3,9
47,2,5
48,2,7
49,4,8
50,3,5
51,2,8
52,0,6
53,0,6
55,4,6
56,1,6
57,1,5
58,2,7
59,3,6
60,0,9
61,1,7
62,3,7
63,1,8
65,2,9
67,0,5
68,1,7
69,0,6
70,4,9
71,4,6
72,1,10
74,2,10
75,2,6
76,4,5
77,2,5
78,3,5
79,1,8
80,1,8
81,4,7
82,0,6
84,4,7
85,4,8
86,1,5
87,1,5
88,2,6
89,4,5
90,0,7
92,0,5
93,2,8
94,4,10
97,0,5
98,3,9
99,2,10
100,1,5
101,0,9
102,1,7
104,3,10
105,4,8
106,0,5
107,3,7
108,0,10
109,2,10
110,4,7
111,1,8
113,1,9
114,2,7
115,4,9
117,2,7
118,4,7
119,2,6
120,3,5
122,3,6
123,0,7
124,3,9
125,0,6
126,0,10
127,4,5
128,0,9
129,3,10
130,0,7
131,3,5
132,3,7
133,3,10
134,3,10
136,3,7
137,4,10
138,4,10
139,4,10
140,4,5
141,4,7
142,3,6
143,3,5
144,3,6
145,3,8
146,3,6
148,3,8
149,3,8
